Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:ID de Adjudicación,Entrega compilada:Contratos:Título del contrato,Entrega compilada:Contratos:Descripción del contrato,Entrega compilada:Contratos:Periodo:Fecha de inicio,Entrega compilada:Contratos:Periodo:Fecha de fin,Entrega compilada:Contratos:Periodo:Duración (días),Entrega compilada:Contratos:Valor:Monto,Entrega compilada:Contratos:Valor:Moneda,Entrega compilada:Contratos:Valor:Nombre de Moneda,Entrega compilada:Contratos:Fecha de firma,Entrega compilada:Contratos:Implementación:Fecha de fin,Entrega compilada:Contratos:Implementación:Valor final:Monto,Entrega compilada:Contratos:Implementación:Valor final:Moneda,Entrega compilada:Contratos:Implementación:Valor final:Nombre de Moneda
ocds-dgv273-seacev3-2025-200077-38,ocds-dgv273-seacev3-2025-200077-38-2025-06-18T10:14:03.401474-05:00,2330917,1106536-20600618068,CONTRATO N°11-2025-GRSM/DIRESA-OGESS-AM/D,"CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO CORRECTIVO DE ELEMENTOS NO ESTRUCTURALES, ACABADOS EN INTERIORES, EXTERIORES, INSTALACIONES ELÉCTRICAS Y COBERTURA DEL CENTRO DE SALUD SEGUNDA JERUSALÉN",2025-05-16T00:00:00-05:00,2025-06-29T00:00:00-05:00,44,103500.0,PEN,Soles,2025-05-15T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-10010-4,ocds-dgv273-seacev3-2025-10010-4-2025-06-18T10:14:03.386549-05:00,2330913,1114320-20327514581,CONTRATO N° 003-2025-GRL 180GLS,ADQUISICION DE 180 GLS DEL DESINFECTANTE DE ALTO NIVEL ORTOFTALDEHIDO AL 0.55%,2025-05-26T00:00:00-05:00,2025-08-22T00:00:00-05:00,88,68580.0,PEN,Soles,2025-05-21T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1196-4,ocds-dgv273-seacev3-2025-1196-4-2025-06-18T10:14:02.683845-05:00,2330920,1113692-10434375270,0081-2025,ADQUISICION DE EQUIPOS DE PROTECCION PERSONAL EPPS PARA EL PERSONAL OPERARIO DE LA SUBGERENCIA DE SERVICIOS MUNICIPALES DE LA MUNICIPALIDAD DISTRITAL DE MOCHE,2025-06-06T00:00:00-05:00,2025-07-21T00:00:00-05:00,45,137000.0,PEN,Soles,2025-06-05T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1118010,ocds-dgv273-seacev3-1118010-2025-06-18T10:14:01.738089-05:00,2330865,1118010-10005132601,CONTRATO N° 022-2025-MPT,ADQUISICION DE ALIMENTOS PARA LOS ANIMALES ALBERGADOS EN EL ZOOLOGICO MUNICIPAL DE TACNA,2025-06-10T00:00:00-05:00,2026-05-22T00:00:00-05:00,346,228584.0,PEN,Soles,2025-06-09T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1114393,ocds-dgv273-seacev3-1114393-2025-06-18T10:13:54.526131-05:00,2330383,1114393-20100057523,074-2025-VIVIENDA-OGA-UE.001,"MANTENIMIENTO PREVENTIVO DE ASCENSORES A (67BX7013), B (67BX7014), C (67BX7015), D (67BX7017), E (67BX7016), F (67BX7018) Y G (67BX7019) DE LA SEDE CENTRAL DEL MINISTERIO DE VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",2025-07-01T00:00:00-05:00,2028-06-30T00:00:00-05:00,1095,242544.0,PEN,Soles,2025-05-08T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-421-4,ocds-dgv273-seacev3-2025-421-4-2025-06-18T10:13:54.349837-05:00,2330870,1109440-1677101,AS 023-2025-MDY-1,"SUPERVISIÓN DE LA OBRA: CREACIÓN DEL SERVICIO DE RECREACIÓN Y ESPARCIMIENTO EN EL SECTOR PEÑAS NEGRAS EN EL DISTRITO DE YARABAMBA, PROVINCIA Y DEPARTAMENTO DE AREQUIPA",2025-06-05T00:00:00-05:00,2025-12-15T00:00:00-05:00,193,69285.1,PEN,Soles,2025-06-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-10420-7,ocds-dgv273-seacev3-2025-10420-7-2025-06-18T10:13:54.250156-05:00,2330860,1110427-20546992633,N-004-2025-GRA-GREA,ADQUISICION DE UNIFORME PARA EL PERSONAL DEL IESTP HONORIO DELGADO ESPINOZA,2025-06-10T00:00:00-05:00,2025-09-16T00:00:00-05:00,98,142000.0,PEN,Soles,2025-06-09T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1107046,ocds-dgv273-seacev3-1107046-2025-06-18T10:13:54.206204-05:00,2331043,1107046-20612135895,CONTRATO N° 002-2025 MGP/COMFLOTFLU,ADQUISICIÓN DE PINTURAS Y ACCESORIOS PARA LAS UNIDADES FLUVIALES A CARGO DE LA COMANDANCIA DE LA FLOTILLA DE UNIDADES FLUVIALES,2025-05-21T00:00:00-05:00,2025-06-04T00:00:00-05:00,14,74015.0,PEN,Soles,2025-05-20T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200200-2,ocds-dgv273-seacev3-2025-200200-2-2025-06-18T10:13:54.158334-05:00,2331025,1106795-20407977182,CONTRATO DE SERVICIOS DE MANTENIMIENTO VIAL RUTINARIO N.° 014-2025-IVP YUNGAY,"SERVICIO DE MANTENIMIENTO RUTINARIO MANUAL DEL CAMINO VECINAL NO PAVIMENTADO, TRAMO: EMP. AN-829 (QUILLASH) - TUCUHURAN - MAZRA - RAYÁN - LOMA (KM. 9+280); L= 9.280 KM.",2025-05-12T00:00:00-05:00,2025-12-22T00:00:00-05:00,224,56000.0,PEN,Soles,2025-05-06T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1039-2,ocds-dgv273-seacev3-2025-1039-2-2025-06-18T10:13:54.134153-05:00,2328819,1106800-20605680756,18-2025-GM-MPCH,"MANTENIMIENTO RUTINARIO DEL CAMINO VECINAL NO PAVIMENTADO, TRAMO EMP. IC-100 (CHAVIN) - UTAPALCA - JATUMPAMPA (KM 17+300), LONG. 17,300 KM. DEL DISTRITO DE CHAVIN, PROVINCIA DE CHINCHA, DEPARTAMENTO DE ICA",2025-06-02T00:00:00-05:00,2026-01-28T00:00:00-05:00,240,85635.2,PEN,Soles,2025-05-27T00:00:00-05:00,,75287.59999999999,PEN,Soles
ocds-dgv273-seacev3-2025-10448-12,ocds-dgv273-seacev3-2025-10448-12-2025-06-18T10:13:54.017355-05:00,2330887,1104787-20600280172,oc_378,contratacion de atun,2025-06-10T00:00:00-05:00,2025-06-30T00:00:00-05:00,20,34900.0,PEN,Soles,2025-06-09T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-544-10,ocds-dgv273-seacev3-2025-544-10-2025-06-18T10:13:53.758508-05:00,2330505,1108834-20452640334,CONTRATO Nº 037-2025-MPLM-SM/GM,CONTRATACION DE SERVICIO DE ALQUILER DE TRACTOR ORUGA PARA EL PROYECTO: CREACION DEL SERVICIO DE TRANSITABLIDAD VIAL INTERURBANA EN LA TROCHA CARROZABLE ORONCCOY ¿ SECTOR CHUNTAY ¿ TASTABAMBA DEL DISTRITO DE ORONCCOY PROVINCIA DE LA MAR -AYACUCHO,2025-05-14T00:00:00-05:00,2025-07-12T00:00:00-05:00,59,141600.0,PEN,Soles,2025-05-13T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-10615-16,ocds-dgv273-seacev3-2025-10615-16-2025-06-18T10:13:53.695880-05:00,2330972,1109497-1685534,CONTRARO DE SERVICIO N° 015-2025-GR UCAYALI-DRTC-DR,"CONTRATACION DEL SERVICIO DE EJECUCION DEL MANTENIMIENTO PERIODICO DE LA RED VIAL DEPARTAMENTAL TRAMO: EMP. PE-5N (BARRIO UNIDO) - DV. CEDRUYO - SAN MIGUEL - ESTEROS (KM. 20+030), DISTRITO DE IRAZOLA - PROVINCIA DE PADRE ABAD - DEPARTAMENTO DE UCAYALI",2025-06-11T00:00:00-05:00,2025-08-11T00:00:00-05:00,61,884673.9,PEN,Soles,2025-06-11T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1983-23,ocds-dgv273-seacev3-2025-1983-23-2025-06-18T10:13:53.112633-05:00,2330925,1109050-20100042500,029-2025-ITP/OA-UFABAST,ADQUISICIÓN DE DOS (02) CAMPANAS EXTRACTORAS DE GASES PARA LA INVERSIÓN VINCULADA AL CITE AGROINDUSTRIAL CHAVIMOCHIC,2025-06-06T00:00:00-05:00,2025-10-03T00:00:00-05:00,119,182748.94,PEN,Soles,2025-06-05T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1963-24,ocds-dgv273-seacev3-2025-1963-24-2025-06-18T10:13:53.001138-05:00,2330956,1112326-20606096667,0029-2025/UAB-AS-INDECOPI,SERVICIO DE TASACIÓN DE BIENES INMUEBLES Y VEHÍCULOS EMBARGADOS POR EL INDECOPI,2025-06-04T00:00:00-05:00,2026-12-03T00:00:00-05:00,547,67320.0,PEN,Soles,2025-06-03T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-440-15,ocds-dgv273-seacev3-2025-440-15-2025-06-18T10:13:52.401459-05:00,2330973,1112321-20602975984,CONTRATO DE BIENES 01-2025-MDCH,"CONTRATACION ADQUISICION DE CAMION BARANDA DE 3 TONELADAS PARA IOARR ADQUISICION DE CAMION COMPACTADOR, CAMION BARANDA, CAMIONETA Y EQUIPOS DE OTROS ACTIVOS COMPLEMENTARIOS PARA LA GERENCIA DE SERVICIOS PÚBLICOS Y MEDIO AMBIENTE DE LA MUNICIPALIDAD DISTRITAL DE CHALA, PROVINCIA DE CARAVELI, DEPARTAMENTO DE AREQUIPA",2025-06-16T00:00:00-05:00,2025-07-07T00:00:00-05:00,21,149500.0,PEN,Soles,2025-06-13T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-544-7,ocds-dgv273-seacev3-2025-544-7-2025-06-18T10:13:52.031934-05:00,2330962,1106297-20602575803,CONTRATO Nº 40-2025-MPLM-SM/GM,ADQUISICION DE PRODUCTOS ALIMENTICIOS (HABA ENTERA SECA AMARRILLA PRIMERA Y LENTEJA CALIDAD 1 EXTRA) PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA; PARA EL AÑO FISCAL 2025 DE LA MUNICIPALIDAD PROVINCIAL DE LA MAR.,2025-05-28T00:00:00-05:00,2025-12-31T00:00:00-05:00,217,353586.0,PEN,Soles,2025-05-27T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1983-26,ocds-dgv273-seacev3-2025-1983-26-2025-06-18T10:13:50.418005-05:00,2330935,1111232-20100042500,030-2025-ITP/OA-UFABAST,ADQUISICIÓN DE UN (01) EXTRACTOR DE GRASA AUTOMÁTICO PARA LA INVERSIÓN VINCULADA AL CITE AGROINDUSTRIAL CHAVIMOCHIC,2025-06-06T00:00:00-05:00,2025-09-03T00:00:00-05:00,89,151134.0,PEN,Soles,2025-06-05T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-561-1,ocds-dgv273-seacev3-2025-561-1-2025-06-18T10:13:49.948792-05:00,2331051,1111392-20452349915,023-2025,ADQUISICION DE INSUMOS PARA EL PROGRAMA DE VASO DE LECHE PVL DE LA MUNICIPALIDAD DISTRITAL DE LUCANAS PARA EL EJERCICIO DEL AÑO FISCAL 2025,2025-05-28T00:00:00-05:00,2025-12-26T00:00:00-05:00,212,82010.0,PEN,Soles,2025-05-27T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-369-32,ocds-dgv273-seacev3-2025-369-32-2025-06-18T10:13:49.840431-05:00,2327619,1107032-20605869298,076-2025-MPCT,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO RUTINARIO DE CAMINOS VECINALES NO PAVIMENTADOS EN LOS TRAMOS: EMP. PE-3S F (CHONCCOYOC) - COLCA - MARANGALLAY - KUTUCTAY - PTA. CARRETERA (KM 32+000); DEL DISTRITO DE COTABAMBAS - PROVINCIA DE COTABAMBAS ¿ APURIMAC,2025-05-08T00:00:00-05:00,2026-12-31T00:00:00-05:00,602,154624.0,PEN,Soles,2025-05-08T00:00:00-05:00,,150758.4,PEN,Soles
ocds-dgv273-seacev3-2025-369-30,ocds-dgv273-seacev3-2025-369-30-2025-06-18T10:13:49.819402-05:00,2327771,1107038-10734976127,086-2025-MPCT,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO RUTINARIO DE CAMINOS VECINALES NO PAVIMENTADOS EN LOS TRAMOS: EMP. PE-3S F (MOSOCLLACTA) - CEMENTERIO QUEUÑA - ANTA ANTA (KM 10+852); DEL DISTRITO DE CHALLHUAHUACHO - PROVINCIA DE COTABAMBAS ¿ APURIMAC,2025-05-13T00:00:00-05:00,2025-12-31T00:00:00-05:00,232,52935.2,PEN,Soles,2025-05-13T00:00:00-05:00,,44994.92,PEN,Soles
ocds-dgv273-seacev3-2025-1540-23,ocds-dgv273-seacev3-2025-1540-23-2025-06-17T10:04:52.734351-05:00,2330763,1105365-20558231891,OS NRO 3796-2025,"CONTRATACION DEL  SERVICIO DE CONSULTORIA PARA LA ELABORACION DEL PROGRAMA DE RECONVENCION Y MANEJO DE AREAS DEGRADADAS POR RESIDUOS SOLIDOS MUNICIPALES PARA LA OBRA: ""MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE LIMPIEZA PUBLICA Y DISPOSICION FINAL DE RESIDUOS SOLIDOS DEL DISTRITO DE TORATA""",2025-06-12T00:00:00-05:00,2025-07-31T00:00:00-05:00,49,145000.0,PEN,Soles,2025-06-11T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1113310,ocds-dgv273-seacev3-1113310-2025-06-16T09:52:35.854732-05:00,2330687,1113310-10437676424,020-2025-MPC,"CONTRATACIÓN DE BIENES ADQUISICIÓN DE ASFALTO LÍQUIDO PARA LA ACTIVIDAD: ""MANTENIMIENTO Y REHABILITACIÓN DE LOS PAVIMENTOS FLEXIBLES DE LA ZONA URBANA DE LA CIUDAD DE CAJAMARCA DISTRITO, PROVINCIA Y DEPARTAMENTO DE CAJAMARCA""",2025-06-05T00:00:00-05:00,2025-06-09T00:00:00-05:00,4,92000.0,PEN,Soles,2025-06-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1115616,ocds-dgv273-seacev3-1115616-2025-06-15T10:00:37.548396-05:00,2330721,1115616-20480831617,CONTRATO N° 007-2025-MPF/GM,¿ADQUISICIÓN DE 04 PRODUCTOS PARA EL PROGRAMA DE COMPLEMENTACIÓN ALIMENTARIA PARA EL AÑO FISCAL 2025 DE LA MUNICIPALIDAD PROVINCIAL DE FERREÑAFE¿,2025-06-06T00:00:00-05:00,2025-12-03T00:00:00-05:00,180,1095107.0,PEN,Soles,2025-06-05T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-10548-2,ocds-dgv273-seacev3-2025-10548-2-2025-06-15T10:00:37.422542-05:00,2330838,1113286-20489629551,002-2025-GRP-GGR-GRDS/DRS,"CONTRATACIÓN DE SERVICIO DE TRANSPORTE Y DISTRIBUCIÓN DE PRODUCTOS FARMACÉUTICOS, DISPOSITIVOS MÉDICOS Y PRODUCTOS SANITARIOS DESDE EL ALMACÉN ESPECIALIZADO DE MEDICAMENTOS A LAS REDES DE SALUD Y ESTABLECIMIENTOS DE SALUD DE LA REGIÓN PASCO",2025-06-05T00:00:00-05:00,2025-12-15T00:00:00-05:00,193,334000.0,PEN,Soles,2025-06-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-168715-9,ocds-dgv273-seacev3-2025-168715-9-2025-06-15T10:00:37.192977-05:00,2330698,1109854-20498674098,CONTRATO N° 32-2025,"CONTRATACIÓN DE BIENES: "" ADQUISICIÓN DE INSUMOS Y MATERIALES DE LABORATORIO PARA LAS UPSS DE PATOLOGÍA CLÍNICA DE LA UNIDAD EJECUTORA 411 SALUD CHUMBIVILCAS"".",2025-06-13T00:00:00-05:00,2025-06-23T00:00:00-05:00,10,68420.2,PEN,Soles,2025-06-06T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1110525,ocds-dgv273-seacev3-1110525-2025-06-15T10:00:33.754855-05:00,2330256,1110525-1671337,045-2025,servicio de mantenimiento rutinario,2025-05-29T00:00:00-05:00,2025-12-26T00:00:00-05:00,211,126503.46,PEN,Soles,2025-05-28T00:00:00-05:00,,111744.72,PEN,Soles
ocds-dgv273-seacev3-2025-10504-3,ocds-dgv273-seacev3-2025-10504-3-2025-06-15T10:00:33.587220-05:00,2330287,1104368-20440382003,10,RECOLECCION DE RESIDUOS SOLIDOS,2025-06-02T00:00:00-05:00,2027-05-31T00:00:00-05:00,728,625675.68,PEN,Soles,2025-06-01T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-747-49,ocds-dgv273-seacev3-2025-747-49-2025-06-15T10:00:33.538430-05:00,2329960,1106375-1676108,CONTRATO N° 013-2025-MDV,"CONSTRUCCION DE PORTICO; EN EL(LA) CALLE 11 (ENTRE LA CALLE 3 Y LA AV. NESTOR GAMBETTA) - VÍA DE ACCESO A LA URB. PEDRO CUEVA VASQUEZ DISTRITO DE VENTANILLA, PROVINCIA CONSTITUCIONAL DEL CALLAO, DEPARTAMENTO CALLAO, CON CUI N° 2643127",2025-05-30T00:00:00-05:00,2025-07-13T00:00:00-05:00,44,238711.5,PEN,Soles,2025-05-29T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-950-29,ocds-dgv273-seacev3-2025-950-29-2025-06-15T10:00:33.510061-05:00,2330665,1109537-1675903,004-2025,"CONTRATACION PARA LA EJECUCION DE LA IOARR: REMODELACION DE AMBIENTE DE RECREACION ACTIVA; EN EL(LA) PLAZA DE ARMAS EN EL CENTRO POBLADO CASCAY (SAN JUAN BAUTISTA DE CASCAY), DISTRITO DE CHURUBAMBA, PROVINCIA HUANUCO, DEPARTAMENTO HUANUCO - CUI N° 2612704",2025-06-20T00:00:00-05:00,2025-08-18T00:00:00-05:00,59,398895.41,PEN,Soles,2025-06-05T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-434-10,ocds-dgv273-seacev3-2025-434-10-2025-06-15T10:00:33.461286-05:00,2330772,1107744-1678900,CONTRATO N°008-2025-GM-MPC,EJECUCION DE MANTENIMIENTO RUTINARIO DEL CAMINO VECINAL NO PAVIMENTADO DE LA RUTA CN CODIGO DE RUTA R 49 TAMNO EMP 101 PLAYA YANYARINA DISTRITO DE LOMAS PROVINCIA DE CARAVELI DEPARTAMENTO DE  AREQUIPA,2025-05-27T00:00:00-05:00,2025-12-31T00:00:00-05:00,218,123480.0,PEN,Soles,2025-05-26T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1582-7,ocds-dgv273-seacev3-2025-1582-7-2025-06-15T10:00:33.319330-05:00,2330692,1105215-20486750007,CONTRATO N°024-2025/MDVR,ADQUISICIÓN DE GASOHOL REGULAR PARA LAS DIFERENTES OFICINAS DE LA MUNICIPALIDAD DISTRITAL DE VILLA RICA,2025-06-05T00:00:00-05:00,2025-12-31T00:00:00-05:00,209,75283.6,PEN,Soles,2025-06-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200191-41,ocds-dgv273-seacev3-2025-200191-41-2025-06-15T10:00:33.302918-05:00,2330757,1108516-20613794043,GA/L-062-2025,Servicio de Responsabilidad Social,2025-05-26T00:00:00-05:00,2026-03-26T00:00:00-05:00,304,208900.0,PEN,Soles,2025-05-22T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1874-7,ocds-dgv273-seacev3-2025-1874-7-2025-06-15T10:00:32.916781-05:00,2330685,1107304-20393790238,012-2025-MDY-GM,CONTRATACIÓN DE SUMINISTRO DE BIENES PARA ADQUISICIÓN DE CANASTA DE VÍVERES MEDIANTE PACTO COLECTIVO DEL SINDICATO DE OBREROS DE LA MUNICIPALIDAD DISTRITAL DE YARINACOCHA,2025-06-12T00:00:00-05:00,2025-12-29T00:00:00-05:00,200,63414.62,PEN,Soles,2025-06-11T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1986-18,ocds-dgv273-seacev3-2025-1986-18-2025-06-15T10:00:32.709012-05:00,2330661,1111759-1674587,CONTRATO N° 084-2025-PATPAL-FBB/MML,"ADQUISICIÓN DE ALIMENTO GRANOS, SEMILLAS, LÁCTEOS Y ACEITES PARA LOS ANIMALES DE LA COLECCIÓN ZOOLÓGICA DEL PARQUE DE LAS LEYENDAS ¿ FELIPE BENAVIDES BARREDA",2025-08-15T00:00:00-05:00,2026-08-14T00:00:00-05:00,364,324467.73,PEN,Soles,2025-05-29T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1172-7,ocds-dgv273-seacev3-2025-1172-7-2025-06-15T10:00:32.603140-05:00,2330686,1110067-1680188,CONTRATO Nº 051-2025-MPYLO,CONTRATACION PARA EJECUCION DE LA OBRA: CREACION DE LOS SERVICIOS DE PROTECCION EN LA RIBERA DE LAS QUEBRADAS VULNERABLES ANTE EL PELIGRO EN EL CAMPO DEPORTIVO DE LA ASOCIACION PUEBLO JOVEN LA FLORIDA NORMANKING DISTRITO DE LA OROYA DE LA PROVINCIA DE YAULI DEL DEPARTAMENTO DE JUNIN.,2025-06-16T00:00:00-05:00,2025-08-14T00:00:00-05:00,59,726962.29,PEN,Soles,2025-06-06T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1120233,ocds-dgv273-seacev3-1120233-2025-06-15T10:00:31.951618-05:00,2330726,1120233-1688013,21-2025,SERVICIO DE PREPARACIÓN Y ATENCIÓN DE COMEDOR UNIVERSITARIO A ESTUDIANTES DE LA ESCUELA PROFESIONAL INGENIERIA DE MINAS EN LA FILIAL COTABAMBAS - LOCAL HAQUIRA - SEMESTRE ACADEMICOS 2025,2025-06-06T00:00:00-05:00,2026-01-15T00:00:00-05:00,223,119840.0,PEN,Soles,2025-06-05T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-90-4,ocds-dgv273-seacev3-2025-90-4-2025-06-15T10:00:31.688013-05:00,2330691,1111350-1686819,CONTRATO 04-2025,"CONTRATACION PARA EL SERVICIO DE ALQUILER DE 1835 HM DE EXCAVADORA SOBRE ORUGA 170-150 HP 1.1 - 2.75 Y D3, PARA EL MANTENIMIENTO DEL CAMINO VECINAL EMP-AM-512 - NARANJOS, DEL DISTRITO DE ARAMANGO, PROVINCIA DE BAGUA, DEPARTAMENTO DE AMAZONAS",2025-05-29T00:00:00-05:00,2025-09-30T00:00:00-05:00,124,645002.5,PEN,Soles,2025-05-28T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1115588,ocds-dgv273-seacev3-1115588-2025-06-15T10:00:31.017640-05:00,2330777,1115588-1676960,021-2025-MDSJL,EJECUCIÓN DE LA OBRA: ¿MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN MISA CANTORA Y ANEXOS TEXAS Y PLAYA AZUL DISTRITO DE SAN JOSE DE LOURDES DE LA PROVINCIA DE SAN IGNACIO DEL DEPARTAMENTO DE CAJAMARCA¿ con CUI N°2595745,2025-06-05T00:00:00-05:00,2026-02-05T00:00:00-05:00,245,4669428.69,PEN,Soles,2025-06-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1050-35,ocds-dgv273-seacev3-2025-1050-35-2025-06-15T10:00:23.159682-05:00,2330714,1109525-1679700,CONTRATO N° 0054-2025-SGLOGYSG-GAF/MPN,"CONTRATACIÓN DE EJECUCIÓN DE OBRA:  CREACION DEL SERVICIO DE MOVILIDAD URBANA EN EL PUENTE VEHICULAR Y PEATONAL ENTRE EL SECTOR UPIS LOS PINOS Y URB. JUAN MANUEL MEZA DISTRITO DE VISTA ALEGRE DE LA PROVINCIA DE NASCA DEL DEPARTAMENTO DE ICA, CON CUI N° 2596640",2025-06-18T00:00:00-05:00,2025-09-16T00:00:00-05:00,90,843519.42,PEN,Soles,2025-06-11T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-881-4,ocds-dgv273-seacev3-2025-881-4-2025-06-15T10:00:23.035722-05:00,2330786,1107353-1672216,CONTRATO NRO 003-2025-MDR/AS03/GM,"CONTRATACION PARA LA EJECUCION DE LA OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACIÓN INICIAL EN I.E. 608 DISTRITO DE ROSARIO DE LA PROVINCIA DE ACOBAMBA DEL DEPARTAMENTO DE HUANCAVELICA, CON CUI: 2641687",2025-06-09T00:00:00-05:00,2025-09-11T00:00:00-05:00,94,557206.28,PEN,Soles,2025-05-30T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1105071,ocds-dgv273-seacev3-1105071-2025-06-15T10:00:23.018957-05:00,2330819,1105071-1667806,CONTRATO DE CONSULTORIA DE OBRA N° 01-2025-MDP-A,"SUPERVISION DE OBRA DEL PROYECTO DE INVERSION PUBLICA: ""MEJORAMIENTO DEL SERVICIO EDUCATIVO EN EL NIVEL PRIMARIO DEL SECTOR BAJO CHAPURI, DISTRITO DE PASTAZA - DATEM DEL MARANON - LORETO"" CON CUI: 2289283.",2025-05-27T00:00:00-05:00,2025-10-27T00:00:00-05:00,153,279448.0,PEN,Soles,2025-05-27T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1112408,ocds-dgv273-seacev3-1112408-2025-06-15T10:00:22.859315-05:00,2330696,1112408-1676843,CONTRATO N°008-2025-MDT/A,"EJECUCIÓN DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE ATENCION DE SALUD BASICO EN EL PUESTO DE     SALUD I-1 DE LA LOCALIDAD DE CENTRO PALMA DEL DISTRITO DE TACABAMBA - PROVINCIA DE CHOTA - DEPARTAMENTO DE CAJAMARCA, CUI N°2530442",2025-06-04T00:00:00-05:00,2025-11-30T00:00:00-05:00,179,4614230.86,PEN,Soles,2025-06-03T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1114680,ocds-dgv273-seacev3-1114680-2025-06-15T10:00:22.704148-05:00,2330810,1114680-10081215940,CONTRATO REG OAJ 109-2025,Servicio de gestión administrativa y financiera para la dirección de responsabilidad social y desarrollo sostenible,2025-06-12T00:00:00-05:00,2026-04-10T00:00:00-05:00,302,55000.0,PEN,Soles,2025-06-11T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-539-2,ocds-dgv273-seacev3-2025-539-2-2025-06-15T10:00:22.103757-05:00,2330690,1110975-1678085,023,CONTRATO DE EJECUCION DE OBRA POR CONTRATA,2025-06-16T00:00:00-05:00,2025-09-13T00:00:00-05:00,89,385601.82,PEN,Soles,2025-05-28T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1120651,ocds-dgv273-seacev3-1120651-2025-06-15T10:00:21.370334-05:00,2330563,1120651-20516809524,53-2025-INIA,Adquisición de equipo de aspiración de ovocitos en Illpa,2025-06-12T00:00:00-05:00,2025-07-11T00:00:00-05:00,29,178900.0,PEN,Soles,2025-06-11T00:00:00-05:00,,,,
