Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:ID de Adjudicación,Entrega compilada:Contratos:Título del contrato,Entrega compilada:Contratos:Descripción del contrato,Entrega compilada:Contratos:Periodo:Fecha de inicio,Entrega compilada:Contratos:Periodo:Fecha de fin,Entrega compilada:Contratos:Periodo:Duración (días),Entrega compilada:Contratos:Valor:Monto,Entrega compilada:Contratos:Valor:Moneda,Entrega compilada:Contratos:Valor:Nombre de Moneda,Entrega compilada:Contratos:Fecha de firma,Entrega compilada:Contratos:Implementación:Valor final:Monto,Entrega compilada:Contratos:Implementación:Valor final:Moneda,Entrega compilada:Contratos:Implementación:Valor final:Nombre de Moneda,Entrega compilada:Contratos:Implementación:Fecha de fin
ocds-dgv273-seacev3-1096333,ocds-dgv273-seacev3-1096333-2026-02-11T10:04:13.144417-05:00,2327022,1096333-15506788223,CONTRATO Nº 012-2025-UA-UNCP,"CONTRATACIÓN DE SERVICIO DE MANTENIMIENTO Y ACONDICIONAMIENTO INTEGRAL DE LOS SERVICIOS HIGIÉNICOS DE LA BIBLIOTECA CENTRAL DE LA UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ, EL TAMBO, HUANCAYO, JUNÍN",2025-05-01T00:00:00-05:00,2025-06-08T00:00:00-05:00,38,202952.51,PEN,Soles,2025-04-30T00:00:00-05:00,246311.04,PEN,Soles,2025-06-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-224-94,ocds-dgv273-seacev3-2025-224-94-2026-02-11T10:04:13.093393-05:00,2326998,1093909-1656921,CONTRATO Nº185-2025-MDSM/GM,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO DE LOS SERVICIOS TURÍSTICOS PÚBLICOS EN RECURSOS TURÍSTICOS EN EL CIRCUITO TURISTICO CASCADA PAJTSA RURI EN EL CASERÍO DE LUCMA DE CENTRO POBLADO LA MERCED DE GAUCHO DISTRITO DE SAN MARCOS DE LA PROVINCIA DE HUARI DEL DEPARTAMENTO DE ANCASH CON CUI N°2625270,2025-04-29T00:00:00-05:00,2025-08-29T00:00:00-05:00,122,2579734.05,PEN,Soles,2025-04-29T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-26-16,ocds-dgv273-seacev3-2025-26-16-2026-02-11T10:04:01.669034-05:00,2330157,1102852-20475805101,038-2025-MP-FN-GG-OGLOG,SERVICIO DE SUSCRIPCION DE LICENCIAS ANTIMALWARE,2025-05-31T00:00:00-05:00,2026-05-30T00:00:00-05:00,364,1150000.0,PEN,Soles,2025-05-30T00:00:00-05:00,1155712.4,PEN,Soles,
ocds-dgv273-seacev3-2025-10590-10,ocds-dgv273-seacev3-2025-10590-10-2026-02-11T10:03:40.091485-05:00,2336848,1099239-1696226,CONTRATO DE SERVICIO N°029-2025-GRSM/DRTC.-DOI,"CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PERIÓDICO DE LA RED VIAL DEPARTAMENTAL PAVIMENTADA, RUTA SM-107, TRAMO: TINGO DE PONAZA ¿ SHAMBOYACU, L=25.297 KM Y SM-108, TRAMO: NUEVO LIMA ¿ CUSCO ¿ BARRANCA, L=23.606 KM, PROVINCIA DE PICOTA Y BELLAVISTA, DEPARTAMENTO DE SAN MARTÍN",2025-07-02T00:00:00-05:00,2025-11-10T00:00:00-05:00,131,1790000.0,PEN,Soles,2025-07-01T00:00:00-05:00,1956675.0,PEN,Soles,
ocds-dgv273-seacev3-2025-1756-29,ocds-dgv273-seacev3-2025-1756-29-2026-02-08T10:00:09.392664-05:00,2320333,1095016-1654903,074-2025-MPM,"Contratación de la Ejecución de la Obra del proyecto de inversión: ¿Creación del Servicio de Drenaje Pluvial en el Colector del Barranco Tumino de la Ciudad de Moyobamba, Distrito de Moyobamba - Provincia de Moyobamba - Departamento de San Martin¿ ¿ C.U.I N° 2651674 ¿ Primera Etapa",2025-04-17T00:00:00-05:00,2025-07-15T00:00:00-05:00,89,1163290.0,PEN,Soles,2025-04-16T00:00:00-05:00,1166365.14,PEN,Soles,
ocds-dgv273-seacev3-2025-421-10,ocds-dgv273-seacev3-2025-421-10-2026-02-08T09:59:58.835961-05:00,2331332,1101898-1666511,AS 008-2025-MDY-1,"EJECUCIÓN DE LA OBRA CREACIÓN DEL SERVICIO DE RECREACIÓN Y ESPARCIMIENTO EN EL SECTOR PEÑAS NEGRAS DEL PUEBLO TRADICIONAL EL CERRO DEL DISTRITO DE YARABAMBA, PROVINCIA DE AREQUIPA, DEPARTAMENTO DE AREQUIPA",2025-06-13T00:00:00-05:00,2025-11-30T00:00:00-05:00,170,1275785.66,PEN,Soles,2025-06-12T00:00:00-05:00,1278661.0699999998,PEN,Soles,
ocds-dgv273-seacev3-2025-1642-28,ocds-dgv273-seacev3-2025-1642-28-2026-02-08T09:59:58.679929-05:00,2321088,1096155-1656922,CONTRATO DE EJECUCION DE OBRA N° 05-2025-MPS-GM-OGAF/OA,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ""CONSTRUCCION DE VEREDA, BANCA Y SARDINEL; ADQUISICION DE LUMINARIA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) ALAMEDA DE INGRESO AL DISTRITO DE SECHURA (PI 1040), EN EL CENTRO POBLADO SECHURA, DISTRITO DE SECHURA, PROVINCIA SECHURA, DEPARTAMENTO PIURA"" con CUI N° 2659834",2025-04-24T00:00:00-05:00,2025-07-23T00:00:00-05:00,90,1035803.61,PEN,Soles,2025-04-23T00:00:00-05:00,1152319.1099999999,PEN,Soles,2025-07-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-23-1,ocds-dgv273-seacev3-2025-23-1-2026-02-07T10:00:12.974316-05:00,2322699,1097895-20563317869,10-2025-MTPE,"SUMINISTRO DE AGUA DE MESA SIN GAS, EN BIDONES DE 20 LITROS PARA LAS DIFERENTES AREAS DEL MINISTERIO DE TRABAJO Y PROMOCION DEL EMPLEO",2025-05-06T00:00:00-05:00,2026-05-07T00:00:00-05:00,366,64800.0,PEN,Soles,2025-05-05T00:00:00-05:00,81000.0,PEN,Soles,
ocds-dgv273-seacev3-1121157,ocds-dgv273-seacev3-1121157-2026-02-07T09:59:50.507835-05:00,2332496,1121157-10256450378,019-2025,JEFE DE LA UNIDAD DE PLANES Y ESTUDIOS DE PROYECTOS,2025-04-04T00:00:00-05:00,2025-06-30T00:00:00-05:00,87,111300.0,PEN,Soles,2025-04-03T00:00:00-05:00,67200.0,PEN,Soles,
ocds-dgv273-seacev3-2025-1162-3,ocds-dgv273-seacev3-2025-1162-3-2026-02-06T10:03:23.192515-05:00,2318032,1095225-20541393651,CONTRATO DE SERVICIOS GENERALES N°006-2025-GM/MDRT,CONTRATACION DE SERVICIOS DE INTERNET DEDICADO DE BANDA ANCHA PARA LAS OFICINAS ADMINISTRATIVAS DE LA MUNICIPALIDAD DISTRITAL DE RIO TAMBO,2025-04-02T00:00:00-05:00,2026-01-12T00:00:00-05:00,285,55066.7,PEN,Soles,2025-04-01T00:00:00-05:00,66866.7,PEN,Soles,
ocds-dgv273-seacev3-2025-174340-9,ocds-dgv273-seacev3-2025-174340-9-2026-02-06T10:03:23.135060-05:00,2332904,1099073-20601626510,15-2025/VIVIENDA/VMCS/PASLC,"CONSULTORIA DE OBRA PARA LA SUPERVISION DE LA ELABORACION DE LA COMPLEMENTACION DEL ESTUDIO DEFINITIVO Y EXPEDIENTE TECNICO DEL PROYECTO AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN NUEVAS HABILITACIONES PARTES ALTAS DE HUAYCAN II, SECTORES 150, 151, 152, 153, 154 DISTRITO DE ATE",2025-06-23T00:00:00-05:00,2025-11-20T00:00:00-05:00,150,1328937.6,PEN,Soles,2025-06-20T00:00:00-05:00,,,,2025-11-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-1906-74,ocds-dgv273-seacev3-2025-1906-74-2026-02-05T10:03:58.766089-05:00,2327009,1099653-20612026727,0001212,ADQUISICION DE FIDEOS PARA PREPARACIONES PARA LOS COMEDORES DE LA UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,2025-05-27T00:00:00-05:00,2026-06-11T00:00:00-05:00,380,100388.44,PEN,Soles,2025-05-26T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-2009-4,ocds-dgv273-seacev3-2025-2009-4-2026-02-05T10:03:58.701984-05:00,2328881,1097636-20600616235,CONTRATO GERENCIAL GENERAL REGIONAL N° 04-2025-GR-APURIMAC/GG,"ADQUISICION DE GEOMEMBRANA Y GEOTEXTIL PARA EL SUB PROYECTO: MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA DE RIEGO, PRESA CHINQUILLAY, DISTRITO DE SAN JERONIMO, ANDAHUAYLAS, APURIMAC",2025-06-04T00:00:00-05:00,2025-07-18T00:00:00-05:00,44,3224600.0,PEN,Soles,2025-06-03T00:00:00-05:00,3012264.0,PEN,Soles,2025-07-26T00:00:00-05:00
ocds-dgv273-seacev3-1172710,ocds-dgv273-seacev3-1172710-2026-02-05T10:03:54.022902-05:00,2375276,1172710-20296847829,CONTRATO N° 001-2026/GRJ/ORAF,"CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE OBRA: MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL JU-100 JUNIN-SASICUCHO INGAYA - ONDORES - SAN PEDRO DE PARI - L.D. PASCO, PROVINCIA DE JUNIN - DEPARTAMENTO DE JUNIN, con CUI 2342631.",2026-01-06T00:00:00-05:00,2026-12-05T00:00:00-05:00,333,1291936.38,PEN,Soles,2026-01-05T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1097745,ocds-dgv273-seacev3-1097745-2026-02-05T10:03:24.942606-05:00,2335347,1097745-1659290,06,"EJECUCIÓN DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL CC. PP LARAN BAJO, DEL DISTRITO DE ALTO LARAN - PROVINCIA DE CHINCHA - DEPARTAMENTO DE ICA, CUI N° 2570349",2025-06-28T00:00:00-05:00,2025-09-30T00:00:00-05:00,94,1385449.28,PEN,Soles,2025-06-27T00:00:00-05:00,1275445.19,PEN,Soles,
ocds-dgv273-seacev3-2025-278-42,ocds-dgv273-seacev3-2025-278-42-2026-02-01T09:56:03.395074-05:00,2327072,1102462-1664516,CONTRATO N° 129-2025-OLOCP-MDNCH,"CONTRATO N° 129-2025-OLOCP-MDNCH, CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA  PARA LA SUPERVISIÓN DE LA OBRA: ¿REMODELACION DE CAMPO DEPORTIVO; EN EL(LA) I.E. 88047 AUGUSTO SALAZAR BONDY DISTRITO DE NUEVO CHIMBOTE, PROVINCIA SANTA, DEPARTAMENTO ANCASH¿, CON CODIGO UNICO DE INVERSIONES (CUI) N° 2614832.",2025-05-21T00:00:00-05:00,2025-09-18T00:00:00-05:00,120,116562.52,PEN,Soles,2025-05-20T00:00:00-05:00,153279.76,PEN,Soles,
ocds-dgv273-seacev3-1102880,ocds-dgv273-seacev3-1102880-2026-02-01T09:55:53.451527-05:00,2323390,1102880-20603704232,008-2025,"SERVICIO DE SUSCRIPCION ANUAL A BIBLIOTECA VIRTUAL PARA OCHO (08) INSTITUTOS DE EDUCACION SUPERIOR TECNOLOGICO DE LA DIRECCION REGIONAL DE EDUCACION DE UCAYALI, PERIODO 2025",2025-05-06T00:00:00-05:00,2026-05-06T00:00:00-05:00,365,115000.0,PEN,Soles,2025-05-05T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1103543,ocds-dgv273-seacev3-1103543-2026-02-01T09:55:53.352763-05:00,2325256,1103543-1664496,007-2025-HRC,"SERVICIO DE RECOJO, TRANSPORTE, TRATAMIENTO Y DISPOSICION FINAL DE LOS RESIDUOS SOLIDOS HOSPITALARIOS DEL HOSPITAL REZOLA CAÑETE",2025-05-08T00:00:00-05:00,2025-12-31T00:00:00-05:00,237,152848.0,PEN,Soles,2025-05-07T00:00:00-05:00,191060.0,PEN,Soles,
ocds-dgv273-seacev3-2025-10211-11,ocds-dgv273-seacev3-2025-10211-11-2026-02-01T09:55:53.338561-05:00,2318717,1101012-10154013411,004-205-HRC,ADQUISICION DE ALIMENTOS PARA PERSONAS ( CARNE),2025-04-09T00:00:00-05:00,2025-12-31T00:00:00-05:00,266,389465.0,PEN,Soles,2025-04-08T00:00:00-05:00,476111.5,PEN,Soles,
ocds-dgv273-seacev3-2025-1419-1,ocds-dgv273-seacev3-2025-1419-1-2026-02-01T09:55:53.211400-05:00,2320592,1095285-20605388478,003-2025-MDSA-GAF,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE PARA EL AÑO FISCAL 2025 DE LA MUNICIPALIDAD DISRITAL DE SAN ANTONIO.,2025-04-23T00:00:00-05:00,2025-11-29T00:00:00-05:00,220,79525.36,PEN,Soles,2025-04-22T00:00:00-05:00,94511.98,PEN,Soles,
ocds-dgv273-seacev3-2025-144-3,ocds-dgv273-seacev3-2025-144-3-2026-01-31T09:59:34.441560-05:00,2322974,1099397-1658804,03-2025/MPU-BG,ADQUISICIÓN DE ALIMENTOS PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA (PCA) PERIODO 2025 DE LA MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA,2025-05-01T00:00:00-05:00,2025-12-31T00:00:00-05:00,244,1490900.0,PEN,Soles,2025-04-30T00:00:00-05:00,1708770.85,PEN,Soles,
ocds-dgv273-seacev3-2025-10247-153,ocds-dgv273-seacev3-2025-10247-153-2026-01-31T09:59:24.169655-05:00,2322386,1102354-1663463,009 - 2025 - EP/UO 0822,"SERVICIO DE MANTENIMIENTO Y/O REPARACIÓN DE MAQUINARIAS, EQUIPOS Y HERRAMIENTAS DE LA AVIACIÓN DEL EJÉRCITO",2025-05-06T00:00:00-05:00,2025-07-20T00:00:00-05:00,75,177500.0,PEN,Soles,2025-05-05T00:00:00-05:00,221630.0,PEN,Soles,2025-09-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-1336-74,ocds-dgv273-seacev3-2025-1336-74-2026-01-31T09:59:23.806252-05:00,2327709,1094594-20562764756,Nº 027-2025-MSB-GM,CONTRATACION DEL SERVICIO DE ATENCION DE DESAYUNO PARA EL PERSONAL OPERATIVO DE LA SUBGERENCIA DE SERENAZGO DE LA MUNICIPALIDAD DE SAN BORJA,2025-05-27T00:00:00-05:00,2026-05-26T00:00:00-05:00,364,604440.0,PEN,Soles,2025-05-26T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1098965,ocds-dgv273-seacev3-1098965-2026-01-31T09:59:23.773059-05:00,2324780,1098965-1659708,005-2025-MPCP/ALC-GM,CONTRATO DE CONSULTORIA DE OBRA,2025-05-16T00:00:00-05:00,2025-08-14T00:00:00-05:00,90,47733.41,PEN,Soles,2025-05-14T00:00:00-05:00,,,,2025-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1137911,ocds-dgv273-seacev3-1137911-2026-01-31T09:59:13.530038-05:00,2346911,1137911-20531927851,CONTRATO N°002-2025,"EJECUCCION DE OBRA: ""RENOVACION DE PUENTE; EN EL (LA) PUENTE LA PLAYA Y ACCSESOS, EN LA LOCALIDAD DE MAYAS, DISTRITO DE CONCHUCOS, PROVINCIA DE PALLASCA, DEPARTAMENTO DE ANCASH"". CON CUI N°2638976 - PRIMERA CONVOCATORIA",2025-11-30T00:00:00-05:00,2025-12-31T00:00:00-05:00,31,729344.0,PEN,Soles,2025-09-01T00:00:00-05:00,805355.0,PEN,Soles,2026-01-15T00:00:00-05:00
ocds-dgv273-seacev3-2025-1157-5,ocds-dgv273-seacev3-2025-1157-5-2026-01-31T09:59:12.984019-05:00,2324260,1096543-1657109,CONTRATO DE EJECUCIÓN DE OBRA Nº 001-2025/MDLL,"CONTRATACIÓN PARA LA EJECUCIÓN DE OBRA ""CREACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN CC.PP. BELEN Y EL ANEXO DE RIO DE JANEIRO, DISTRITO DE LLAYLLA - SATIPO - JUNÍN"", CON CUI N°2333535.",2025-04-29T00:00:00-05:00,2025-09-29T00:00:00-05:00,153,4811658.29,PEN,Soles,2025-04-28T00:00:00-05:00,5143062.72,PEN,Soles,
ocds-dgv273-seacev3-1100785,ocds-dgv273-seacev3-1100785-2026-01-30T10:02:45.086049-05:00,2319386,1100785-10431937927,CONTRATO N° 009-2025-MDT,CONTRATACION DEL SERVICIO DE ALQUILER DE UN (01) INMUEBLE PARA LA OFICINA DE COORDINACION DE LA MUNICIPALIDAD DISTRITAL DE TROMPETEROS,2025-04-11T00:00:00-05:00,2026-02-28T00:00:00-05:00,323,49500.0,PEN,Soles,2025-04-10T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-278-31,ocds-dgv273-seacev3-2025-278-31-2026-01-30T10:02:35.814003-05:00,2323398,1102493-1664540,CONTRATO N° 121-2025-OLOCP-MDNCH,"CONTRATO N° 121-2025-OLOCP-MDNCH, CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA  PARA LA SUPERVISIÓN DE LA OBRA: ¿MEJORAMIENTO DE LOS SERVICIOS PÚBLICOS DE INTEGRACIÓN ECONÓMICA Y SOCIAL EN A MZ. F LOTE 3 DEL A.H. H.U.P. LUIS FELIPE DE LAS CASAS DEL DISTRITO DE NUEVO CHIMBOTE DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH¿ CON CUI N° 2600093.",2025-04-30T00:00:00-05:00,2025-10-05T00:00:00-05:00,158,95900.39,PEN,Soles,2025-04-29T00:00:00-05:00,167324.66999999998,PEN,Soles,
ocds-dgv273-seacev3-2025-200039-26,ocds-dgv273-seacev3-2025-200039-26-2026-01-30T10:02:24.986280-05:00,2329943,1100309-1666367,CONTRATO N°014-2025-GRA-SRP-G,"CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO: MEJORAMIENTO DEL SERVICIO DE EDUCACION TECNICO PRODUCTIVA EN R.F.S. DE YUGOSLAVIA, DISTRITO DE NUEVO CHIMBOTE DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH - CUI N°2667622",2025-06-04T00:00:00-05:00,2025-08-02T00:00:00-05:00,59,160283.85,PEN,Soles,2025-06-03T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-30-31,ocds-dgv273-seacev3-2025-30-31-2026-01-29T10:01:55.132989-05:00,2351347,1098185-20100904315,068-2025-RENIEC,SERVICIO DE VIGILANCIA LIMA Y CALLAO,2025-10-25T00:00:00-05:00,2027-10-25T00:00:00-05:00,730,18583214.88,PEN,Soles,2025-09-30T00:00:00-05:00,22547977.08,PEN,Soles,
ocds-dgv273-seacev3-1103612,ocds-dgv273-seacev3-1103612-2026-01-28T10:02:27.992016-05:00,2326346,1103612-10427810998,CONTRATO 8-2025 VIII DIRTEPOL HUANCAYO,CONTRATACIÓN DEL SERVICIO DE CONCESION DE ALIMENTOS PARA EL PERSONAL POLICIAL (OFICIALES Y SUB OFICIALES PNP) DE LA COMISARIA PNP EL TAMBO,2025-05-23T00:00:00-05:00,2026-05-22T00:00:00-05:00,364,594902.52,PEN,Soles,2025-05-21T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1103612,ocds-dgv273-seacev3-1103612-2026-01-28T10:02:27.992016-05:00,2326368,1103612-10427810998,CONTRATO 7-2025 VIII DIRTEPOL HUANCAYO,CONTRATACIÓN DEL SERVICIO DE CONCESION DE ALIMENTOS PARA EL PERSONAL POLICIAL (OFICIALES Y SUB OFICIALES PNP) DE LA UNIDAD DE SEGURIDAD DEL ESTADO HUANCAYO,2025-05-25T00:00:00-05:00,2026-05-24T00:00:00-05:00,364,161445.99,PEN,Soles,2025-05-16T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1103612,ocds-dgv273-seacev3-1103612-2026-01-28T10:02:27.992016-05:00,2326811,1103612-10432348178,CONTRATO 09-2025 VIII DIRTEPOL HUANCAYO,CONTRATACIÓN DEL SERVICIO DE CONCESION DE ALIMENTOS PARA EL PERSONAL POLICIAL (OFICIALES Y SUB OFICIALES PNP) DE LA COMISARIA RURAL PNP SATIPO,2025-05-24T00:00:00-05:00,2026-05-23T00:00:00-05:00,364,240613.2,PEN,Soles,2025-05-22T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1103612,ocds-dgv273-seacev3-1103612-2026-01-28T10:02:27.992016-05:00,2328503,1103612-1669865,CONTRATO 6-2025 VIII DIRTEPOL HUANCAYO,"SERVICIO DE CONCESIÓN DE ALIMENTOS PARA (OFICIALES Y SUBOFICIALES) DE LA DIVISIÓN DE ORDEN PÚBLICO Y SEGURIDAD HUANCAYO (DIVOPUS), LA DIVISIÓN DE POLICIA COMUNITARIA JUNÍN (DIVPOCOM) Y LA REGIÓN POLICIAL JUNÍN (LOGÍSTICA, ASESORÍA LEGAL Y OFICINA DE DISCIPLINA)",2025-05-16T00:00:00-05:00,2026-05-15T00:00:00-05:00,364,288852.0,PEN,Soles,2025-05-15T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1636-8,ocds-dgv273-seacev3-2025-1636-8-2026-01-28T10:02:16.996112-05:00,2328727,1101805-20525640265,29-2025-MPT,"MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES PARA LA SUBGERENCIA DE ABASTECIMIENTO COMERCIALIZACIÓN Y DEFENSA AL CONSUMIDOR EN LA MUNICIPALIDAD PROVINCIAL DE TALARA, DISTRITO DE PARIÑAS PROVINCIA DE TALARA-DEPARTAMENTO DE PIURA CUI N°2664945",2025-06-03T00:00:00-05:00,2025-10-01T00:00:00-05:00,120,2764669.25,PEN,Soles,2025-05-23T00:00:00-05:00,2820829.83,PEN,Soles,2025-10-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-1262-1,ocds-dgv273-seacev3-2025-1262-1-2026-01-28T10:02:16.872305-05:00,2322249,1103804-10192397249,CSB Nº 01-2025-MDPN,ADQUISICIÓN DE COMBUSTIBLE (DIESEL B5-S50) PARA LAS UNIDADES VEHICULARES PARA EL AÑO FISCAL 2025,2025-04-22T00:00:00-05:00,2025-12-31T00:00:00-05:00,253,48638.0,PEN,Soles,2025-04-21T00:00:00-05:00,61624.64,PEN,Soles,
ocds-dgv273-seacev3-2025-325-3,ocds-dgv273-seacev3-2025-325-3-2026-01-28T10:02:16.761430-05:00,2316303,1094882-20526944934,ORDEN DE COMPRA N° 106-2025,"ADQUISICION DE COMBUSTIBLE DIESEL B5 S50 Y GASOLINA REGULAR, PARA LAS UNIDADES DE OPERATIVAS DE: PATRULLAJE MUNICIPAL, RECOLECCION Y TRANSPORTE DE RESIDUOS SOLIDOS, VALORIZACION DE RESIDUOS SOLIDOS, TRATAMIENTO Y DISPOSICION FINAL DE RESIDUOS SOLIDOS, OPERACIÓN Y MANTENIMIENTO DE LOS SISTEMAS DE DISPOSICION SANITARIA DE EXCRETAS Y MANTENIMIENTO DE PARQUES Y JARDINES.  DE LA SUB GERENCIA DE RECURSOS NATURALES  Y GESTION AMBIENTAL DE LA MUNICIPALIDAD DISTRITAL DE TAMBURCO.",2025-03-31T00:00:00-05:00,2025-07-31T00:00:00-05:00,122,64087.54,PEN,Soles,2025-03-31T00:00:00-05:00,52801.69,PEN,Soles,
ocds-dgv273-seacev3-1094685,ocds-dgv273-seacev3-1094685-2026-01-25T09:55:34.733088-05:00,2326715,1094685-20543513131,25-0356-SC,SERVICIO DE FABRICACION DE ENGRANAJES RECTOS PARA EL SISTEMA DE TRASLACION DE LA GRUA PORTICO MAGNETICA DEL ALMACEN DE PLANCHAS.,2025-04-03T00:00:00-05:00,2025-05-22T00:00:00-05:00,49,120000.0,PEN,Soles,2025-04-02T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1100915,ocds-dgv273-seacev3-1100915-2026-01-25T09:55:24.338415-05:00,2321241,1100915-20550161606,280-2025,"ADQUISICIÓN, INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE EQUIPOS DE ULTRASONIDO DE USO INVESTIGATIVO PARA EL LABORATORIO DE ANÁLISIS INSTRUMENTAL DE LA EAP INGENIERÍA AGROINDUSTRIAL, EN EL MARCO DE LA EJECUCIÓN DEL PROYECTO DE INVERSIÓN PÚBLICA ¿MEJORAMIENTO DE LOS SERVICIOS DEL LABORATORIO DE ANÁLISIS INSTRUMENTAL EN LA ESCUELA ACADÉMICO PROFESIONAL DE INGENIERÍA AGROINDUSTRIAL DE LA UNIVERSIDAD NACIONAL MICAELA BASTIDAS DE APURÍMAC¿ CON CUI 2234524",2025-04-26T00:00:00-05:00,2025-07-05T00:00:00-05:00,70,39920.0,PEN,Soles,2025-04-25T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200020-23,ocds-dgv273-seacev3-2025-200020-23-2026-01-25T09:55:24.250252-05:00,2320384,1096534-20600970951,261-2025,"ADQUISICIÓN, INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE LOS EQUIPOS DE REFRIGERACIÓN Y CONGELACIÓN DE USO INVESTIGATIVO PARA EL LABORATORIO DE ANÁLISIS INSTRUMENTAL DE LA EAP INGENIERÍA AGROINDUSTRIAL, EN EL MARCO DE LA EJECUCIÓN DEL PROYECTO DE INVERSIÓN PÚBLICA ¿MEJORAMIENTO DE LOS SERVICIOS DEL LABORATORIO DE ANÁLISIS INSTRUMENTAL EN LA ESCUELA ACADÉMICO PROFESIONAL DE INGENIERÍA AGROINDUSTRIAL DE LA UNIVERSIDAD NACIONAL MICAELA BASTIDAS DE APURÍMAC¿ CON CUI 2234524",2025-04-23T00:00:00-05:00,2025-07-22T00:00:00-05:00,90,86923.0,PEN,Soles,2025-04-22T00:00:00-05:00,,,,2025-07-22T00:00:00-05:00
ocds-dgv273-seacev3-1099090,ocds-dgv273-seacev3-1099090-2026-01-24T10:03:39.648963-05:00,2323477,1099090-20603772530,5,"HOJUELAS PRECOCIDAS DE QUINUA, AMARANTO, AVENA, ARROZ, MAIZ (CHOCHOCA), TARWI (LUPINI), LECHE ENTERA EN POLVO, SEMILLAS DE GIRASOL, EXTRACTO DE ALGAS CON VITAMINAS, CALCIO Y HIERRO, SABOR A CLAVO Y CANELA",2025-05-06T00:00:00-05:00,2025-12-09T00:00:00-05:00,217,417702.83,PEN,Soles,2025-05-05T00:00:00-05:00,520350.9,PEN,Soles,
ocds-dgv273-seacev3-2025-666-13,ocds-dgv273-seacev3-2025-666-13-2026-01-24T10:03:27.826314-05:00,2317284,1094720-1653880,001-2025-MPCH-OGA-OA,¿ADQUISCION DE LECHE CRUDA DE VACA PARA BENEFICIARIOS DEL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE CHOTA PARA EL AÑO 2025¿,2025-04-01T00:00:00-05:00,2025-12-31T00:00:00-05:00,274,475942.5,PEN,Soles,2025-03-31T00:00:00-05:00,577602.9,PEN,Soles,
ocds-dgv273-seacev3-2025-10248-16,ocds-dgv273-seacev3-2025-10248-16-2026-01-24T10:03:18.430983-05:00,2332553,1102042-20548240418,CONTRATO Nº 154-2025,SERVICIO DE MANTENIMIENTO DE MOTORES FUERA DE BORDA PERTENECIENTES A LOS BOTES DE LAS PATRULLERAS MARÍTIMAS CLASE RÍO PATIVILCA / SERVICIO PP 0135,2025-06-19T00:00:00-05:00,2026-02-13T00:00:00-05:00,239,271400.0,PEN,Soles,2025-06-18T00:00:00-05:00,209000.0,PEN,Soles,
