Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:ID de Adjudicación,Entrega compilada:Contratos:Título del contrato,Entrega compilada:Contratos:Descripción del contrato,Entrega compilada:Contratos:Periodo:Fecha de inicio,Entrega compilada:Contratos:Periodo:Fecha de fin,Entrega compilada:Contratos:Periodo:Duración (días),Entrega compilada:Contratos:Valor:Monto,Entrega compilada:Contratos:Valor:Moneda,Entrega compilada:Contratos:Valor:Nombre de Moneda,Entrega compilada:Contratos:Fecha de firma,Entrega compilada:Contratos:Implementación:Valor final:Monto,Entrega compilada:Contratos:Implementación:Valor final:Moneda,Entrega compilada:Contratos:Implementación:Valor final:Nombre de Moneda,Entrega compilada:Contratos:Implementación:Fecha de fin
ocds-dgv273-seacev3-2025-2009-189,ocds-dgv273-seacev3-2025-2009-189-2025-04-09T10:14:30.871562-05:00,2317481,1093738-20610916385,ORDEN DE COMPRA N°854-2025,"DQUISICIÓN DE BARRAS DE ACERO CORRUGADO PARA EL PROYECTO: MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DEL NIVEL INICIAL N° 1105 SANTA ISABEL, DISTRITO DE ABANCAY - PROVINCIA DE ABANCAY - DEPARTAMENTO DE APURÍMAC.",2025-04-05T00:00:00-05:00,2025-04-14T00:00:00-05:00,9,57613.0,PEN,Soles,2025-04-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1089396,ocds-dgv273-seacev3-1089396-2025-04-09T10:14:30.209969-05:00,2308371,1089396-1644745,CONTRATO N°005-2025-ZOFRATACNA,"SERVICIO DE LIMPIEZA, JARDINERIA Y EVACUACIÓN DE DESECHOS",2025-02-13T00:00:00-05:00,2025-05-12T00:00:00-05:00,88,129699.0,PEN,Soles,2025-02-13T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1972-9,ocds-dgv273-seacev3-2025-1972-9-2025-04-09T10:14:30.076551-05:00,2317164,1088352-20601619947,20-2025-INIA,Contrato,2025-04-04T00:00:00-05:00,2025-06-03T00:00:00-05:00,60,478931.32,PEN,Soles,2025-04-03T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-813-11,ocds-dgv273-seacev3-2025-813-11-2025-04-09T10:14:29.820767-05:00,2317421,1093424-20605122397,CONTRATO No. 07-2023-SIE-UA-MPLC,SUMINISTRO DE CEMENTO PORTLAND IP,2025-03-29T00:00:00-05:00,2025-08-10T00:00:00-05:00,134,157800.0,PEN,Soles,2025-03-28T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1003000933-40,ocds-dgv273-seacev3-2025-1003000933-40-2025-04-09T10:14:29.791658-05:00,2314618,1088283-20506744874,018-2025,ADQUISICION DE DISPOSITIVO MEDICO BOLSA DE COLOSTOMIA ADULTO CON FICHA TECNICA PARA BENEFICIARIOS DE LA IAFAS EP,2025-03-06T00:00:00-05:00,2027-03-06T00:00:00-05:00,730,98910.0,PEN,Soles,2025-03-06T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-35-172,ocds-dgv273-seacev3-2025-35-172-2025-04-09T10:14:29.337794-05:00,2317530,1093179-20574727074,CONTRATO N.032-2025-GRA-SEDECENTRAL-OAPF,"ADQUISICION DE AGREGADOS PARA LA OBRA: MEJORAMIENTO Y AMPLIACION INTEGRAL DE PISTAS Y VEREDAS EN ASOCIACIÓN DE VIVIENDA CIUDAD LIBERTAD LAS AMÉRICAS (SECTOR 1), DEL DISTRITO DE SAN JUAN BAUTISTA - PROVINCIA DE HUAMANGA - DEPARTAMENTO DE AYACUCHO",2025-03-29T00:00:00-05:00,2025-05-17T00:00:00-05:00,49,369658.0,PEN,Soles,2025-03-28T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1506-1,ocds-dgv273-seacev3-2025-1506-1-2025-04-09T10:14:29.286663-05:00,2317420,1092351-20541137654,CONTRATO N°001-2025-MDP/PRIMERA CONVOCATORIA,CONTRATACIÓN DEL SUMINISTRO DE BIENES PARA LA ADQUISICIÓN DEL PROGRAMA DE VASO DE LECHE DE LA MDP,2025-03-26T00:00:00-05:00,2025-12-31T00:00:00-05:00,280,208276.98,PEN,Soles,2025-03-25T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200198-2,ocds-dgv273-seacev3-2025-200198-2-2025-04-09T10:14:29.219006-05:00,2317555,1093991-20602967124,06-2025-DIGA-UNAJMA,SUMINISTRO DE AGREGADO,2025-04-02T00:00:00-05:00,2025-06-02T00:00:00-05:00,61,112000.0,PEN,Soles,2025-04-01T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1089247,ocds-dgv273-seacev3-1089247-2025-04-09T10:14:29.155215-05:00,2317043,1089247-20539916379,CONTRATO Nº 121-2025-MDSM/GM,"ADQUISICION DE SUMINISTRO DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE SAN MARCOS, PROVINCIA DE HUARI-ANCASH, PERIODO 2025",2025-03-22T00:00:00-05:00,2025-12-31T00:00:00-05:00,284,416380.0,PEN,Soles,2025-03-21T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-45-249,ocds-dgv273-seacev3-2025-45-249-2025-04-09T10:14:28.867602-05:00,2316854,1092899-20511037001,ORDEN DE COMPRA N°948,CONTARATCION DE VARILLAS DE ACERO,2025-03-27T00:00:00-05:00,2025-04-05T00:00:00-05:00,9,92422.0,PEN,Nuevos Soles,2025-03-26T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-693-1,ocds-dgv273-seacev3-2025-693-1-2025-04-09T10:14:28.738011-05:00,2312546,1087874-20608188020,03-2025-MDP/A,"CONTRATACIÓN DE SUMINISTRO DE BIENES, ADQUISICION DE BIENES PARA EL PROGRAMA DE VASO DE LECHE DEL AÑO 2025, ITEM I: LECHE EVAPORADA ENTERA EN TARRO DE 170 GRAMOS, ITEM II: HOJUELAS DE QUINUA, KIWICHA, CEBADA, CAÑIHUA, AVENA Y HARINA INTEGRAL DE SOYA PRECOCIDA FORTIFICADA CON VITAMINAS Y MINERALES.",2025-03-11T00:00:00-05:00,2025-12-25T00:00:00-05:00,289,75186.64,PEN,Soles,2025-03-10T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-693-1,ocds-dgv273-seacev3-2025-693-1-2025-04-09T10:14:28.738011-05:00,2316819,1087874-20481770182,1-2025,"CONTRATACIÓN DE SUMINISTRO DE BIENES, ADQUISICION DE BIENES PARA EL PROGRAMA DE VASO DE LECHE DEL AÑO 2025, ITEM I: LECHE EVAPORADA ENTERA EN TARRO DE 170 GRAMOS, ITEM II: HOJUELAS DE QUINUA, KIWICHA, CEBADA, CAÑIHUA, AVENA Y HARINA INTEGRAL DE SOYA PRECOCIDA FORTIFICADA CON VITAMINAS Y MINERALES. - ítem 2",2025-03-09T00:00:00-05:00,2025-12-31T00:00:00-05:00,297,78906.06,PEN,Soles,2025-03-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-255417-18,ocds-dgv273-seacev3-2025-255417-18-2025-04-09T10:14:28.695637-05:00,2317225,1090907-20285866716,016-2025-MDSA/A/GM/OGA,"ARENA GRUESA P/CAMA Y SOBRECAMA DE PROTECCION DE TUBERIA, PARA LA OBRA CREACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LAS ASOCIACIONES DE VIVIENDA DE LA JUNTA VECINAL PAMPAS SAN ANTONIO Y ANEXOS EN EL DISTRITO DE SAN ANTONIO, PROVINCIA DE MARISCAL NIETO - DEPARTAMENTO DE MOQUEGUA",2025-04-01T00:00:00-05:00,2025-08-23T00:00:00-05:00,144,397500.0,PEN,Soles,2025-03-31T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-406-35,ocds-dgv273-seacev3-2025-406-35-2025-04-09T10:14:28.403108-05:00,2317157,1091485-20498587012,CONTRATO N° 011-2025-GM-MDP,CONTRATO PARA LA ADQUISICION DE TERNO SASTRE (DAMA-CABALLERO) PARA LOS SERVIDORES DE LA MUNICIPALIDAD DISTRITAL DE PAUCARPATA BAJO D.L. 276,2025-03-28T00:00:00-05:00,2025-04-28T00:00:00-05:00,31,180000.0,PEN,Soles,2025-03-27T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1557-1,ocds-dgv273-seacev3-2025-1557-1-2025-04-09T10:14:28.185917-05:00,2317079,1091617-20600984838,CONTRATO N° 001-2025-MDH/ALC/GM/SGAF/UAL,"ADQUISICION DE COMBUSTIBLE (DIESEL B5 S50 Y GASOLINA REGULAR) PARA LAS UNIDADES VEHICULARES, MAQUINARIA Y EQUIPOS, DE LA MUNICIPALIDAD DISTRITAL DE HUACHÓN - PERIODO 2025",2025-03-21T00:00:00-05:00,2025-12-31T00:00:00-05:00,285,73800.0,PEN,Soles,2025-03-20T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1094396,ocds-dgv273-seacev3-1094396-2025-04-09T10:14:27.516989-05:00,2317226,1094396-20530931596,CONTRATO DE ADJUDICACION SIMPLIFICADA Nº 3-2025-MPC/CS-1,"SERVICIO DE INTERNET DE 100 MBPS PARA LA MUNICIPALIDAD PROVINCIAL DE CASMA, PERIODO 2025",2025-04-01T00:00:00-05:00,2025-12-31T00:00:00-05:00,274,76000.0,PEN,Soles,2025-03-31T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200332-4,ocds-dgv273-seacev3-2025-200332-4-2025-04-09T10:14:27.319903-05:00,2316995,1088586-10436197671,CONTRATO N°023-2025-RSSCVRAEM/UASA-ADM,CONTRATACION DE MEDICO ESPECIALISTA (PSIQUIATRA) PARA EL CENTRO DE SALUD EMNTAL COMUNITARIO PICHARI PARA EL 2025,2025-03-06T00:00:00-05:00,2025-12-31T00:00:00-05:00,300,150000.0,PEN,Soles,2025-03-05T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1595-2,ocds-dgv273-seacev3-2025-1595-2-2025-04-09T10:14:27.287370-05:00,2317233,1087129-20608188020,002-2025-MDFJ-ABAST,CONTRATO DE SUMINISTRO DE BIENES,2025-03-18T00:00:00-05:00,2025-12-31T00:00:00-05:00,288,45530.8,PEN,Soles,2025-03-18T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1536-13,ocds-dgv273-seacev3-2025-1536-13-2025-04-09T10:14:27.268947-05:00,2317559,1092136-20523905679,CONTRATO N° 04-2025-GA/GM/A/MPMN,SUMINISTRO DE LENTEJA DE CALIDAD 2 - SUPERIOR (CALIBRE 2),2025-03-29T00:00:00-05:00,2025-04-22T00:00:00-05:00,24,32261.0,PEN,Soles,2025-03-28T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-988-7,ocds-dgv273-seacev3-2025-988-7-2025-04-09T10:14:27.247532-05:00,2317610,1089472-20573191782,007-2025-MPLP-TM,"CONTRATACIÓN DE SUMINISTRO DE PRODUCTOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE - 2025 (LECHE EVAPORADA ENTERA Y MEZCLA DE HOJUELAS DE AVENA, QUINUA, KIWICHA, CAÑIHUA, MACA, CHIA, CEBADA AZUCARADA ENRIQUECIDA CON VITAMINAS Y MINERALES",2025-04-01T00:00:00-05:00,2025-12-25T00:00:00-05:00,268,401632.0,PEN,Soles,2025-03-31T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-988-7,ocds-dgv273-seacev3-2025-988-7-2025-04-09T10:14:27.247532-05:00,2317616,1089472-20608668404,008-2025-MPLP-TM,"CONTRATACIÓN DE SUMINISTRO DE PRODUCTOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE - 2025 (LECHE EVAPORADA ENTERA Y MEZCLA DE HOJUELAS DE AVENA, QUINUA, KIWICHA, CAÑIHUA, MACA, CHIA, CEBADA AZUCARADA ENRIQUECIDA CON VITAMINAS Y MINERALES.",2025-04-01T00:00:00-05:00,2025-12-25T00:00:00-05:00,268,171150.0,PEN,Soles,2025-03-31T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-619-2,ocds-dgv273-seacev3-2025-619-2-2025-04-09T10:14:26.876989-05:00,2317137,1092242-10167093529,N°2025-0042,ADQUISICION DEL BIEN AZUCAR RUBIA DOMESTICA COMO PRODUCTO COMPLEMENTARIO PARA EL PVL,2025-03-28T00:00:00-05:00,2025-08-04T00:00:00-05:00,129,98400.0,PEN,Soles,2025-03-28T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-614-3,ocds-dgv273-seacev3-2025-614-3-2025-04-09T10:14:26.600634-05:00,2317580,1091715-20610719113,009-2025-MPC,CONTRATACIÓN DE BIENES DE ADQUISICIÓN DE AZÚCAR RUBIA Y ACEITE COMESTIBLE PARA LA CANASTA DE ALIMENTOS 2024,2025-04-04T00:00:00-05:00,2025-04-13T00:00:00-05:00,9,858875.6,PEN,Soles,2025-04-03T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1090822,ocds-dgv273-seacev3-1090822-2025-04-09T10:14:26.107860-05:00,2317714,1090822-20546959181,OC 1103,"ADQUISICION E INSTALACION DEL SISTEMA DE BOMBEO DE AGUA FRIA, AGUA BLABDA Y PUESTA EN MARCHA PARA LA OBRA "" MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL SAN MARTIR DE PORRES DE IBERIA, DISTRITO DE IBERIA, PROVINCIA DE TAHUAMANU - MADRE DE DIOS",2025-04-04T00:00:00-05:00,2025-06-02T00:00:00-05:00,59,188300.0,PEN,Soles,2025-04-03T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200261-58,ocds-dgv273-seacev3-2025-200261-58-2025-04-09T10:14:09.691761-05:00,2316454,1092402-20539797426,CONTRATO DE BIENES N° 01-2025-MIDAGRI-AGRORURAL-UZLL,ADQUISICIÓN DE CALAMINA DE ACERO GALVANIZADO ONDA 76 PARA EL TECHADO DE COBERTIZOS,2025-03-27T00:00:00-05:00,2025-04-05T00:00:00-05:00,9,42750.0,PEN,Soles,2025-03-26T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-26270-5,ocds-dgv273-seacev3-2025-26270-5-2025-04-09T10:14:09.585601-05:00,2317100,1091698-20487151921,CONTRATO DE BIENES N°01-2025-UNAAT,"ADQUISICIÓN DE PROYECTOR INALÁMBRICO CON RACK E INSTALACIÓN EN SITU PARA EL SUB COMPONENTE 02 MOBILIARIO Y EQUIPO DEL PROYECTO ¿CREACIÓN DEL SERVICIO DE EDUCACIÓN SUPERIOR UNIVERSITARIO Y ADMINISTRATIVO DE LA UNIVERSIDAD NACIONAL AUTÓNOMA ALTOANDINA DE TARMA, SECTOR HUANCUCRO ¿ DISTRITO ACOBAMBA ¿ PROVINCIA TARMA ¿ REGIÓN JUNÍN ¿ CONSTRUCCIÓN E IMPLEMENTACIÓN DE LA FACULTAD DE CIENCIAS DE LA SALUD ¿ COMPONENTE 02 MOBILIARIO Y EQUIPO¿",2025-03-28T00:00:00-05:00,2025-04-26T00:00:00-05:00,29,67025.0,PEN,Soles,2025-03-27T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1091828,ocds-dgv273-seacev3-1091828-2025-04-09T10:14:09.443977-05:00,2317408,1091828-20612779083,CONTRATO Nº 0015-2025-OGA-SIE-MPE-C-1,CONTRATO Nº 0015-2025-OGA-SIE-MPE-C-1,2025-04-02T00:00:00-05:00,2025-11-27T00:00:00-05:00,239,206336.0,PEN,Soles,2025-04-01T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-10590-7,ocds-dgv273-seacev3-2025-10590-7-2025-04-09T10:14:09.351258-05:00,2317329,1092112-1648753,CONTRATO DE BIENES N° 004-2025-GRSM/DRTC-DO,"ADQUISICION DE 7,241 GALONES DE COMBUSTIBLE (PETROLEO DIESEL B5 S-50) PARA LA ATENCION DE LA EMERGENCIA DENOMINADA: EMP. SM-102 (SAN JUAN DE TALLIQUIHUI)-NUEVA ESPERANZA-NUEVO MILENIUM-NUEVO CHONTAL-ALTO ANDINO-NUEVO PIURA-HUABAL Y RAMON CASTILLA-DEL DISTRITO DE SANTA ROSA-PROVINCIA DE SANTA ROSA-PROVINCIA EL DORADO-DEPARTAMENTO DE SAN MARTIN",2025-04-03T00:00:00-05:00,2025-07-03T00:00:00-05:00,91,117000.0,PEN,Soles,2025-03-31T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1341-6,ocds-dgv273-seacev3-2025-1341-6-2025-04-09T10:14:09.112451-05:00,2317735,1088659-20602106421,CONTRATO 10-2025,ADQUISICIÓN DE 2956 PAQUETES DE BOLSAS NEGRAS DE POLIETILENO PARA EL SERVICIO DE BARRIDO DE VÍAS PUBLICAS DEL DISTRITO DE SAN MARTÍN DE PORRES,2025-03-28T00:00:00-05:00,2025-04-30T00:00:00-05:00,33,481828.0,PEN,Soles,2025-03-27T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-838-8,ocds-dgv273-seacev3-2025-838-8-2025-04-09T10:14:09.019908-05:00,2317511,1090065-20511037001,CONTRATO Nº 005-2025-OGA-MPQ-U,CONTRATACION DE BIENES CEMENTO PORTLAND TIPO IP,2025-04-05T00:00:00-05:00,2025-07-21T00:00:00-05:00,107,86700.0,PEN,Soles,2025-04-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-51-145,ocds-dgv273-seacev3-2025-51-145-2025-04-09T10:14:08.379717-05:00,2317386,1093929-20519997038,CONTRATO N 13-2025-GOB.REG.TACNA,"SUMINISTRO DE ALIMENTOS PERECIBLES Y NO PERECIBLES PARA EL CONSUMO HUMANO, PARA LA ATENCION DIARIA DE LOS ALBERGADOS EN EL CENTRO DE ACOGIDA RESIDENCIAL ALDEA INFANTIL SAN PEDRO",2025-04-03T00:00:00-05:00,2025-12-23T00:00:00-05:00,264,189017.3,PEN,Soles,2025-04-02T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-35-171,ocds-dgv273-seacev3-2025-35-171-2025-04-09T10:14:08.362811-05:00,2316823,1092480-20609660750,CONTRATO-30-2025-GRA-SEDECENTRAL-OAPF,ADQUISICION DE VARILLAS DE ACERO CORRUGADO PARA LA OBRA: MEJORAMIENTO Y AMPLIACIÓN INTEGRAL DE PISTAS Y VEREDAS EN ASOCIACION DE VIVIENDA CIUDAD LIBERTAD LAS AMÉRICAS (SECTOR 1) DEL DISTRITO DE SAN JUAN BAUTISTA - PROVINCIA DE HUAMANGA - DEPARTAMENTO DE AYACUCHO,2025-04-02T00:00:00-05:00,2025-04-06T00:00:00-05:00,4,156660.0,PEN,Soles,2025-04-01T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1417-2,ocds-dgv273-seacev3-2025-1417-2-2025-04-09T10:14:08.298739-05:00,2316906,1089120-1646943,004-2025-GM-MDRP,"SERVICIO DE CONSULTORIA DE OBRA PARA LA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO: CREACION DE LOS SERVICIOS DE PROTECCION EN LA RIBERA DE LAS QUEBRADAS VULNERABLES ANTE EL PELIGRO EN LA CALL LOS CAUCHOS, CALL LOS ALAMOS, CALL LOS FICUS CALL LOS PINOS Y CALL LILAS DEL AAHH JUAN VELASCO ALVARADO DEL DISTRITO DE RICARDO PALMA PROVINCIA DE HUAROCHIRI DEL DEPARTAMENTO DE LIMA CON CUI 2599382",2025-03-25T00:00:00-05:00,2025-04-23T00:00:00-05:00,29,250000.0,PEN,Soles,2025-03-24T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200560-24,ocds-dgv273-seacev3-2025-200560-24-2025-04-09T10:14:08.282159-05:00,2317466,1093927-20507634479,016-2025-MIGRACIONES-OAF,CONTRATACIÓN DE SERVICIO DE RECARGA Y EMISIÓN DE TARJETAS ELECTRÓNICAS DE CONSUMO DE ALIMENTOS,2025-03-26T00:00:00-05:00,2027-03-25T00:00:00-05:00,729,1147500.0,PEN,Soles,2025-03-25T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200266-23,ocds-dgv273-seacev3-2025-200266-23-2025-04-09T10:14:07.142133-05:00,2317529,1094067-20602691617,011-2025-ANA-OA,SERVICIO DE SEGURIDAD INFORMÁTICA PERIMETRAL O EQUIVALENTE,2025-03-26T00:00:00-05:00,2025-04-09T00:00:00-05:00,14,375240.0,PEN,Soles,2025-03-25T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-2388-24,ocds-dgv273-seacev3-2025-2388-24-2025-04-09T10:14:06.566325-05:00,2317190,1089948-20100295891,09-2025,ADQUISICION DE CLORO LIQUIDO PARA LA EPS SEDAM HUANCAYO S.A.CORRESPONDIENTE AL AÑO 2025,2025-03-20T00:00:00-05:00,2026-03-19T00:00:00-05:00,364,589426.99,PEN,Soles,2025-03-19T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-508-4,ocds-dgv273-seacev3-2025-508-4-2025-04-09T10:14:06.261947-05:00,2316792,1093261-1651190,CONTRATO N°005-2025-MDCA/GM,"CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE LA OBRA: ¿MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL DISTRITO DE CARMEN ALTO PROVINCIA DE HUAMANGA -AYACUCHO¿, II ¿ ETAPA, CON CUI 2319596",2025-04-01T00:00:00-05:00,2025-06-30T00:00:00-05:00,90,53694.0,PEN,Soles,2025-03-31T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1093658,ocds-dgv273-seacev3-1093658-2025-04-09T10:14:06.115387-05:00,2317370,1093658-10011392526,019-2025-GA/MPSM,SUMINISTRO DE POLLO ENTERO VIVO X 1.800-2.000 KG PARA LA SUB GERENCIA DE PROGRAMAS SOCIALES Y NUTRICIÓN INFANTIL DE LA MUNICIPALIDAD PROVINCIAL DE SAN MARTÍN - PERIODO 2025,2025-03-28T00:00:00-05:00,2025-09-15T00:00:00-05:00,171,55000.0,PEN,Soles,2025-03-28T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-721-1,ocds-dgv273-seacev3-2025-721-1-2025-04-09T10:14:06.075594-05:00,2317453,1090797-1647872,CB 001-2025-MDSB-A,CONTRATACIÓN DE SUMINISTRO DE BIENES: ADQUISICIÓN DE BIENES PARA EL PROGRAMA VASO DE LECHE (PVL) DE LA MUNICIPALIDAD DISTRITAL DE SAN BERNARDINO ¿ PERIODO 2025.,2025-03-24T00:00:00-05:00,2025-09-25T00:00:00-05:00,185,117396.84,PEN,Soles,2025-03-20T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1077-3,ocds-dgv273-seacev3-2025-1077-3-2025-04-09T10:14:05.960319-05:00,2317210,1088790-20600500881,CONTRATO N°001-2025-MDT/GAF,ADQUISICIÓN DE COMBUSTIBLE PARA LAS DIFERENTES UNIDADES ORGANICAS DE LA MUNICIPALIDAD DISTRITAL DE EL TAMBO AÑO 2025¿,2025-04-02T00:00:00-05:00,2025-12-31T00:00:00-05:00,273,589500.0,PEN,Soles,2025-04-01T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-219-1,ocds-dgv273-seacev3-2025-219-1-2025-04-09T10:14:05.710471-05:00,2316766,1089706-20531068549,02-2025-MDM-UL,"CONTRATO DE ADJUDICACIÓN SIMPLIFICADA N°01-2025-MDM-CS, PARA LA ¿ADQUISICION DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE MASIN - PERIODO 2025¿",2025-03-14T00:00:00-05:00,2025-12-31T00:00:00-05:00,292,56102.0,PEN,Soles,2025-03-11T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-275-6,ocds-dgv273-seacev3-2025-275-6-2025-04-09T10:14:05.685699-05:00,2316776,1087912-1645545,19-2025-MDS/GM,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA DENOMINADA: ¿CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS VIAS LOCALES DEL CENTRO POBLADO LA CAPILLA DISTRITO DE SAMANCO DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH¿ I ETAPA, CON CÓDIGO ÚNICO DE INVERSIÓN N° 2615423",2025-04-02T00:00:00-05:00,2025-07-31T00:00:00-05:00,120,1916061.9,PEN,Soles,2025-03-31T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1094199,ocds-dgv273-seacev3-1094199-2025-04-09T10:14:05.637220-05:00,2317548,1094199-20612202801,318-2025,ORDEN DE COMPRA N° 318,2025-03-19T00:00:00-05:00,2025-03-24T00:00:00-05:00,5,80135.0,PEN,Soles,2025-03-18T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-10247-36,ocds-dgv273-seacev3-2025-10247-36-2025-04-09T10:14:05.411984-05:00,2317014,1091966-20607438855,CONTRATO N° 021,ADQUISICIÓN DE INSUMOS Y MATERIAL MÉDICO PARA LA SALA DE OPERACIONES - AF 2025,2025-04-03T00:00:00-05:00,2025-05-31T00:00:00-05:00,58,494685.0,PEN,Soles,2025-04-02T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1314-22,ocds-dgv273-seacev3-2025-1314-22-2025-04-09T10:14:05.159135-05:00,2317390,1090829-20523470761,014-2025-MDCH,CONTRATACION DEL SERVICIO DEL SEGURO COMPLEMENTARIO DE TRABAJO DE RIESGO SCTR SALUD,2025-04-04T00:00:00-05:00,2026-04-30T00:00:00-05:00,391,219072.2,PEN,Soles,2025-03-12T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200198-52,ocds-dgv273-seacev3-2025-200198-52-2025-04-09T10:14:05.013045-05:00,2312148,1089791-20490593293,04-2025-DIGA-UNAJMA,ADQUISICION DE CEMENTO PORTLAND TIPO I,2025-03-08T00:00:00-05:00,2025-05-07T00:00:00-05:00,60,74900.0,PEN,Soles,2025-03-07T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-396-9,ocds-dgv273-seacev3-2025-396-9-2025-04-09T10:14:04.724696-05:00,2317419,1093380-20603088663,CONTRATO DE PROCESO DE SELECCION N° 001-2025-MDR-GM,CONTRATO DE PROCESO DE SELECCION N.002-2025-MDR-GM,2025-03-18T00:00:00-05:00,2025-12-31T00:00:00-05:00,288,71567.4,PEN,Soles,2025-03-18T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-326-5,ocds-dgv273-seacev3-2025-326-5-2025-04-09T10:14:04.708754-05:00,2317406,1091602-10435908387,contrato 2-2025,contrato,2025-03-26T00:00:00-05:00,2025-04-10T00:00:00-05:00,15,82000.0,PEN,Soles,2025-03-26T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1089562,ocds-dgv273-seacev3-1089562-2025-04-09T10:14:04.217731-05:00,2316916,1089562-20605340408,O.C. Nº 0805-2025,ADQUISICIÓN DE PRODUCTOS ALIMENTICIOS,2025-04-04T00:00:00-05:00,2025-05-30T00:00:00-05:00,56,83680.0,PEN,Soles,2025-04-03T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1159-1,ocds-dgv273-seacev3-2025-1159-1-2025-04-09T10:14:04.177070-05:00,2317153,1092968-20486760819,009,CONTRATACION DE SUMINISTRO DE ALIMENTOS DEL PROGRAMA DEL VASO DE LECHE AÑO 2025 - MUNICIPALIDAD DISTRITAL DE PAMPA HERMOSA - SATIPO - JUNIN,2025-04-01T00:00:00-05:00,2025-12-30T00:00:00-05:00,273,110691.0,PEN,Soles,2025-04-01T00:00:00-05:00,,,,
