Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días),Entrega compilada:Licitación:Información Protegida,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio
ocds-dgv273-seacev3-2025-1146-2,ocds-dgv273-seacev3-2025-1146-2-2025-03-19T10:16:06.976094-05:00,compiled,2025-03-19T10:16:06.976083-05:00,ocds-dgv273-seacev3-2025-1146-2,2025-03-19T10:16:06.976100-05:00,tender,PE-CONSUCODE-1146,MUNICIPALIDAD DISTRITAL DE SAUSA,Fondos Públicos,MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS VÍAS DE LA PLAZA HUASCAR DEL  DISTRITO DE SAUSA - PROVINCIA DE JAUJA - DEPARTAMENTO DE JUNIN,2477998,53505.0,PEN,Soles,1087428,AS-SM-1-2025-OEC/MDS-1,ADQUISICION DE PIEDRA CHANCADA DE 1/2¿-3/4¿ PARA EL PROYECTO DE INVERSION DENOMINADO: MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS VIAS DE LA PLAZA HUASCAR DEL DISTRITO DE SAUSA ¿ PROVINCIA DE JAUJA ¿ DEPARTAMENTO DE JUNIN CUI 2477998,PE-CONSUCODE-1146,MUNICIPALIDAD DISTRITAL DE SAUSA,2025-01-31T16:57:00-05:00,open,Adjudicación Simplificada,goods,goods,53505.0,PEN,Soles,53505.0,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,2025-02-01T00:01:00-05:00,2025-02-04T23:59:00-05:00,3,False,20,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-47-20,ocds-dgv273-seacev3-2025-47-20-2025-03-19T10:16:05.342919-05:00,compiled,2025-03-19T10:16:05.342906-05:00,ocds-dgv273-seacev3-2025-47-20,2025-03-19T10:16:05.342924-05:00,tender,PE-CONSUCODE-47,GOBIERNO REGIONAL DE PASCO SEDE CENTRAL,Fondos Públicos,"MEJORAMIENTO Y AMPLIACION DE SERVICIOS EDUCATIVOS EN EL INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PUBLICO ALEXANDER VON HUMBOLDT, DISTRITO VILLA RICA, PROVINCIA OXAPAMPA, REGION PASCO",2234845,,,,1086281,CP-SM-1-2025-CS-GRP-1,"SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE LA OBRA:  MEJORAMIENTO Y AMPLIACION DE SERVICIOS EDUCATIVOS EN EL INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PUBLICO ALEXANDER VON HUMBOLDT, DISTRITO VILLA RICA, PROVINCIA OXAPAMPA, REGION PASCO  CON CUI N 2234845",PE-CONSUCODE-47,GOBIERNO REGIONAL DE PASCO SEDE CENTRAL,2025-01-20T19:10:00-05:00,open,Concurso Público,services,services,869149.79,PEN,Soles,869149.79,2025-01-20T00:00:00-05:00,2025-01-20T00:00:00-05:00,2025-01-21T00:01:00-05:00,2025-02-03T23:59:00-05:00,13,True,,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1086713,ocds-dgv273-seacev3-1086713-2025-03-19T10:16:05.275732-05:00,compiled,2025-03-19T10:16:05.275718-05:00,ocds-dgv273-seacev3-1086713,2025-03-19T10:16:05.275737-05:00,tender,PE-CONSUCODE-700,MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO,Fondos Públicos,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN LA RUTA CA-521; DESDE LA LOCALIDAD DE SAN MARTIN PASANDO POR LA RUTA CA-527, EN LOS EMP CA-521(BAJO IHUAMACA E IHUAMACA), HASTA LA LOCALIDAD DE TAMBORAPA PUEBLO (DISTRITO DE TABACONAS) -   DISTRITO DE SAN IGNACIO DE LA PROVINCIA DE SAN IGNACIO DEL DEPARTAMENTO DE CAJAMARCA",2657531,402000.0,PEN,Soles,1086713,AS-SM-1-2025-MPSI/CS-1,"CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA ELABORACIÓN DEL EXPEDIENTE TECNICO del proyecto: MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN LA RUTA CA-521 (BAJO IHUAMACA E IHUAMACA), HASTA LA LOCALIDAD D TAMBORAPA PUEBLO (DISTRITO DE TABACONAS), DISTRITO DE SAN IGNACIO, PROVINCIA SAN IGNACIO, DEPARTAMENTO CAJAMARCA. CON CÓDIGO ÚNICO DE INVERSIÓN N 2657531",PE-CONSUCODE-700,MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO,2025-01-24T15:00:00-05:00,open,Adjudicación Simplificada,services,services,402000.0,PEN,Soles,402000.0,2025-01-24T00:00:00-05:00,2025-01-24T00:00:00-05:00,2025-01-25T00:01:00-05:00,2025-01-28T23:59:00-05:00,3,False,9,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-2436-12,ocds-dgv273-seacev3-2025-2436-12-2025-03-17T09:57:01.366927-05:00,compiled,2025-03-17T09:57:01.366914-05:00,ocds-dgv273-seacev3-2025-2436-12,2025-03-17T09:57:01.366933-05:00,tender,PE-CONSUCODE-2436,EMPRESA PERUANA DE SERVICIO EDITORIALES,Fondos Públicos,,,233640.0,PEN,Soles,1087472,AS-SM-3-2025-EP-1,SERVICIO DE RENOVACION DE SUSCRIPCION PARA UN EQUIPO FIREWALL DE APLICACIONES WEB (WAF),PE-CONSUCODE-2436,EMPRESA PERUANA DE SERVICIO EDITORIALES,2025-01-30T22:24:00-05:00,open,Adjudicación Simplificada,services,services,233640.0,PEN,Soles,233640.0,2025-01-30T00:00:00-05:00,2025-01-30T00:00:00-05:00,2025-01-31T00:01:00-05:00,2025-02-03T23:59:00-05:00,3,False,6,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-2436-10,ocds-dgv273-seacev3-2025-2436-10-2025-03-17T09:56:54.823846-05:00,compiled,2025-03-17T09:56:54.823834-05:00,ocds-dgv273-seacev3-2025-2436-10,2025-03-17T09:56:54.823852-05:00,tender,PE-CONSUCODE-2436,EMPRESA PERUANA DE SERVICIO EDITORIALES,Fondos Públicos,,,343923.0,PEN,Soles,1086210,AS-SM-1-2025-EP-1,CONTRATACION DEL SERVICIO DE LICENCIAMIENTO DE SOFTWARE DE AMBIENTE GRAFICO,PE-CONSUCODE-2436,EMPRESA PERUANA DE SERVICIO EDITORIALES,2025-01-20T12:20:00-05:00,open,Adjudicación Simplificada,services,services,343922.8,PEN,Soles,343922.8,2025-01-20T00:00:00-05:00,2025-01-20T00:00:00-05:00,2025-01-21T00:01:00-05:00,2025-01-22T23:59:00-05:00,1,False,22,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1087404,ocds-dgv273-seacev3-1087404-2025-03-16T10:06:05.480583-05:00,compiled,2025-03-16T10:06:05.480570-05:00,ocds-dgv273-seacev3-1087404,2025-03-16T10:06:05.480589-05:00,tender,PE-CONSUCODE-1764,MUNICIPALIDAD DISTRITAL DE EL ESLABON,Fondos Públicos,"MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL URBANA DEL JR. SARGENTO LORES C-1 A C-5, JR. BUENOS AIRES C-2, C-6 A C-9, JR. BOLIVAR C-3, JR. JOSE ANTONIO REATEGUI C-1, C-2, JR. SAPOSOA C-4, JR. MIGUEL GRAU C-1, C-2, C-5 A C-7, Y JR. BOLOGNESI C-4, DE LA LOCALIDAD DE EL ESLABON DEL DISTRITO DE EL ESLABON - PROVINCIA DE HUALLAGA - DEPARTAMENTO DE SAN MARTIN",2436802,411041.78,PEN,Soles,1087404,AS-SM-3-2025-MDEE/CS-1,"MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL URBANA DEL JR. SARGENTO LORES C-1 A C-5, JR. BUENOS AIRES C-2, C-6 A C-9, JR. BOLIVAR C-3, JR. JOSE ANTONIO REATEGUI C-1, C-2, JR. SAPOSOA C-4, JR. MIGUEL GRAU C-1, C-2, C-5 A C-7, Y JR. BOLOGNESI C-4, DE LA LOCALIDAD DE EL ESLABON DEL DISTRITO DE EL ESLABON - PROVINCIA DE HUALLAGA - DEPARTAMENTO DE SAN MARTIN",PE-CONSUCODE-1764,MUNICIPALIDAD DISTRITAL DE EL ESLABON,2025-01-30T15:48:00-05:00,open,Adjudicación Simplificada,services,services,411041.77,PEN,Soles,411041.77,2025-01-30T00:00:00-05:00,2025-01-30T00:00:00-05:00,2025-01-31T00:01:00-05:00,2025-02-04T23:59:00-05:00,4,False,20,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1087125,ocds-dgv273-seacev3-1087125-2025-03-16T10:06:03.066894-05:00,compiled,2025-03-16T10:06:03.066882-05:00,ocds-dgv273-seacev3-1087125,2025-03-16T10:06:03.066900-05:00,tender,PE-CONSUCODE-200201,EMPRESA MUNICIPAL DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO RIOJA S.R.L.,Fondos Públicos,,,459323.96,PEN,Soles,1087125,AS-SM-1-2025-EPS RIOJA SA/CS-1,"Remodelación de la línea de impulsión; en el (la) red de utilización tensión de 20-22,9 KV para el sistema de agua potable, Distrito de Rioja, Provincia Rioja, Departamento San Martín ¿ CUI Nº 2643961.",PE-CONSUCODE-200201,EMPRESA MUNICIPAL DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO RIOJA S.R.L.,2025-01-21T23:52:00-05:00,open,Adjudicación Simplificada,services,services,459323.96,PEN,Soles,459323.96,2025-01-21T00:00:00-05:00,2025-01-21T00:00:00-05:00,2025-01-22T00:01:00-05:00,2025-01-23T23:59:00-05:00,1,False,21,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-10323-5,ocds-dgv273-seacev3-2025-10323-5-2025-03-16T10:06:01.381328-05:00,compiled,2025-03-16T10:06:01.381316-05:00,ocds-dgv273-seacev3-2025-10323-5,2025-03-16T10:06:01.381333-05:00,tender,PE-CONSUCODE-10323,PROGRAMA DE DESARROLLO DE SANIDAD AGROPECUARIA,Fondos Privados,,,77700.0,PEN,Soles,1097498,CONV-PROC-2-2025-CD-SENASA/PROD-1,ADQUISICIÓN DE PROTEÍNA  HIDROLIZADA ENZIMATIZADA,PE-CONSUCODE-10323,PROGRAMA DE DESARROLLO DE SANIDAD AGROPECUARIA,2025-03-13T12:42:00-05:00,open,Convenio,goods,goods,77700.0,PEN,Soles,77700.0,2025-01-28T00:00:00-05:00,2025-01-28T00:00:00-05:00,,,,False,1,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1086525,ocds-dgv273-seacev3-1086525-2025-03-16T10:05:58.459502-05:00,compiled,2025-03-16T10:05:58.459490-05:00,ocds-dgv273-seacev3-1086525,2025-03-16T10:05:58.459508-05:00,tender,PE-CONSUCODE-1302,MUNICIPALIDAD DISTRITAL DE OLMOS,Fondos Públicos,MEJORAMIENTO DEL ESTADIO MUNICIPAL EN EL CENTRO POBLADO INSCULAS-  DISTRITO DE OLMOS - PROVINCIA DE LAMBAYEQUE - DEPARTAMENTO DE LAMBAYEQUE,2569656,577777.48,PEN,Soles,1086525,AS-SM-15-2024-MDO/CS-2,EJECUCION DE LA OBRA : MEJORAMIENTO DEL ESTADIO MUNICIPAL EN EL CENTRO POBLADO INSCULAS- DISTRITO DE OLMOS- PROVINCIA DE LAMBAYE-QUE - DEPARTAMENTO DE LAMBAYEQUE (I ETAPA) CUI N° 2569656,PE-CONSUCODE-1302,MUNICIPALIDAD DISTRITAL DE OLMOS,2025-01-10T19:42:00-05:00,open,Adjudicación Simplificada,works,works,577777.48,PEN,Soles,577777.48,2025-01-10T00:00:00-05:00,2025-01-10T00:00:00-05:00,2025-01-11T00:01:00-05:00,2025-01-15T23:59:00-05:00,4,False,41,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-278-19,ocds-dgv273-seacev3-2025-278-19-2025-03-16T10:05:53.656034-05:00,compiled,2025-03-16T10:05:53.656022-05:00,ocds-dgv273-seacev3-2025-278-19,2025-03-16T10:05:53.656039-05:00,tender,PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,Fondos Públicos,"CONSTRUCCION DE COBERTURA; EN EL(LA) I.E. 1661 LA ALEGRIA DEL SABER  DISTRITO DE NUEVO CHIMBOTE, PROVINCIA SANTA, DEPARTAMENTO ANCASH",2606391,376935.66,PEN,Soles,1086810,AS-SM-9-2025-MDNCH/CS-1,"CONTRATACIÓN DE EJECUCIÓN DE LA OBRA: CONSTRUCCION DE COBERTURA; EN EL(LA) I.E. 1661 LA ALEGRIA DEL SABER DISTRITO DE NUEVO CHIMBOTE, PROVINCIA SANTA, DEPARTAMENTO ANCASH, CON C.U.I. N° 2606391",PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,2025-01-27T18:12:00-05:00,open,Adjudicación Simplificada,works,works,376935.66,PEN,Soles,376935.66,2025-01-27T00:00:00-05:00,2025-01-27T00:00:00-05:00,2025-01-28T00:01:00-05:00,2025-01-30T23:59:00-05:00,2,False,20,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-10423-2,ocds-dgv273-seacev3-2025-10423-2-2025-03-16T10:05:52.331813-05:00,compiled,2025-03-16T10:05:52.331801-05:00,ocds-dgv273-seacev3-2025-10423-2,2025-03-16T10:05:52.331819-05:00,tender,PE-CONSUCODE-10423,GOBIERNO REGIONAL DE AREQUIPA-ZONA DE DESARROLLO INTEGRAL DE SALUD - HOSPITAL GOYENECHE,Fondos Públicos,,,2886120.04,PEN,Soles,1087183,SIE-SIE-1-2025-HG-1,ADQUISICIÓN ANUAL DE COMBUSTIBLE DIESEL B5 S-50,PE-CONSUCODE-10423,GOBIERNO REGIONAL DE AREQUIPA-ZONA DE DESARROLLO INTEGRAL DE SALUD - HOSPITAL GOYENECHE,2025-01-29T15:27:00-05:00,open,Subasta Inversa Electrónica,goods,goods,623880.0,PEN,Soles,623880.0,2025-01-29T00:00:00-05:00,2025-01-29T00:00:00-05:00,,,,False,16,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1517-3,ocds-dgv273-seacev3-2025-1517-3-2025-03-16T10:05:49.827077-05:00,compiled,2025-03-16T10:05:49.827065-05:00,ocds-dgv273-seacev3-2025-1517-3,2025-03-16T10:05:49.827083-05:00,tender,PE-CONSUCODE-1517,MUNICIPALIDAD DISTRITAL DE SOPLIN,Fondos Públicos,"MEJORAMIENTO DE LAS IEI: FRONTERA, EL LOBO Y NUEVO CAPANAHUA E IEP N°: 601404, 6010311, 6010312 Y 60952, DE LAS COMUNIDADES DE FRONTERA, ESPAÑA, EL LOBO Y NUEVO CAPANAHUA, 4 LOCALIDADES DEL DISTRITO DE SOPLIN - PROVINCIA DE REQUENA - DEPARTAMENTO DE LORETO",2460738,176951.0,PEN,Soles,1086991,AS-SM-2-2025-CSO-MDS-1,"Servicio de Consultoria para la Supervisión de la Obra: ¿MEJORAMIENTO DE LAS IEI: FRONTERA, EL LOBO Y NUEVO CAPANAHUA E IEP N°: 601404, 6010311, 6010312 Y 60952, DE LAS COMUNIDADES DE FRONTERA, ESPAÑA, EL LOBO Y NUEVO CAPANAHUA, 4 LOCALIDADES DEL DISTRITO DE SOPLIN ¿ PROVINCIA DE REQUENA ¿ DEPARTAMENTO DE LORETO¿ CON CUI Nº 2460738- SEGUNDA ETAPA",PE-CONSUCODE-1517,MUNICIPALIDAD DISTRITAL DE SOPLIN,2025-01-28T15:21:00-05:00,open,Adjudicación Simplificada,services,services,176951.0,PEN,Soles,176951.0,2025-01-28T00:00:00-05:00,2025-01-28T00:00:00-05:00,2025-01-29T00:01:00-05:00,2025-02-07T23:59:00-05:00,9,False,3,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-398-3,ocds-dgv273-seacev3-2025-398-3-2025-03-16T10:05:48.968380-05:00,compiled,2025-03-16T10:05:48.968368-05:00,ocds-dgv273-seacev3-2025-398-3,2025-03-16T10:05:48.968385-05:00,tender,PE-CONSUCODE-398,MUNICIPALIDAD DISTRITAL DE LA VILLA DE CAYMA,Fondos Públicos,,,92512.0,PEN,Soles,1086034,AS-SM-1-2025-MDC-1,"SERVICIO DE ALQUILER DE TRANSPORTE ¿ BUSES (RUTA AREQUIPA - MOLLENDO - AREQUIPA) PARA TRASLADO DE PERSONAL DEL D.L. 276, D.L. 728 Y D.L. 1057 DE LA MUNICIPALIDAD DISTRITAL DE CAYMA""",PE-CONSUCODE-398,MUNICIPALIDAD DISTRITAL DE LA VILLA DE CAYMA,2025-01-16T15:50:00-05:00,open,Adjudicación Simplificada,services,services,92512.0,PEN,Soles,92512.0,2025-01-16T00:00:00-05:00,2025-01-16T00:00:00-05:00,2025-01-17T00:01:00-05:00,2025-01-20T23:59:00-05:00,3,False,13,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-10524-7,ocds-dgv273-seacev3-2025-10524-7-2025-03-16T10:05:43.363337-05:00,compiled,2025-03-16T10:05:43.363325-05:00,ocds-dgv273-seacev3-2025-10524-7,2025-03-16T10:05:43.363342-05:00,tender,PE-CONSUCODE-10524,GOBIERNO REGIONAL DE LORETO - GERENCIA SUB REGIONAL DE UCAYALI - CONTAMANA,Fondos Públicos,,,172450.51,PEN,Soles,1087505,SIE-SIE-2-2025-GRL-GSRU-OEC-1,CONTRATACION DE SUMINISTRO DE GASOLINA REGULAR PARA LOS VEHICULOS LIVIANOS DE LA GSRU,PE-CONSUCODE-10524,GOBIERNO REGIONAL DE LORETO - GERENCIA SUB REGIONAL DE UCAYALI - CONTAMANA,2025-01-31T09:43:00-05:00,open,Subasta Inversa Electrónica,goods,goods,172450.51,PEN,Soles,172450.51,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,,,,False,3,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-736-1,ocds-dgv273-seacev3-2025-736-1-2025-03-16T10:05:40.313170-05:00,compiled,2025-03-16T10:05:40.313156-05:00,ocds-dgv273-seacev3-2025-736-1,2025-03-16T10:05:40.313175-05:00,tender,PE-CONSUCODE-736,MUNICIPALIDAD DISTRITAL DE ICHOCAN,Fondos Públicos,,,210004.0,PEN,Soles,1085478,AS-SM-3-2025-MDI/CS-1,"SUMINISTRO DEL BIEN ALIMENTICIO: ¿MEZCLA DE HARINA DE MAIZ CHUFLA CON HOJUELAS DE KIWICHA, SOYA, AVENA, ALMIDON DE MACA, LECHE AZUCARADA ENRIQUECIDA CON VITAMINAS Y MINERALES¿ PARA ATENDER A LOS BENEFICIARIOS DEL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE ICHOCÁN, PERIODO FISCAL 2025.",PE-CONSUCODE-736,MUNICIPALIDAD DISTRITAL DE ICHOCAN,2025-01-02T21:23:00-05:00,open,Adjudicación Simplificada,goods,goods,52501.0,PEN,Soles,52501.0,2025-01-02T00:00:00-05:00,2025-01-02T00:00:00-05:00,2025-01-03T00:01:00-05:00,2025-01-06T23:59:00-05:00,3,False,5,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1111-9,ocds-dgv273-seacev3-2025-1111-9-2025-03-16T10:05:39.616241-05:00,compiled,2025-03-16T10:05:39.616228-05:00,ocds-dgv273-seacev3-2025-1111-9,2025-03-16T10:05:39.616246-05:00,tender,PE-CONSUCODE-1111,MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO,Fondos Públicos,,,150000.0,PEN,Soles,1086393,AS-SM-13-2024-CS/MPCH-3,"CONTRATACIÓN DE SERVICIO DE CONSULTORÍA DE OBRA PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO DEL PROYECTO: MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL EN COMUNIDAD NATIVA PAMPA MICHI DE CENTRO POBLADO PAMPA MICHI (PAMPAMICHI) DISTRITO DE CHANCHAMAYO DE LA PROVINCIA DE CHANCHAMAYO DEL DEPARTAMENTO DE JUNIN, CON CUI N° 2600629",PE-CONSUCODE-1111,MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO,2025-01-21T20:27:00-05:00,open,Adjudicación Simplificada,services,services,150000.0,PEN,Soles,150000.0,2025-01-21T00:00:00-05:00,2025-01-21T00:00:00-05:00,2025-01-22T00:01:00-05:00,2025-01-23T23:59:00-05:00,1,False,8,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1648-14,ocds-dgv273-seacev3-2025-1648-14-2025-03-16T10:05:38.983053-05:00,compiled,2025-03-16T10:05:38.983041-05:00,ocds-dgv273-seacev3-2025-1648-14,2025-03-16T10:05:38.983058-05:00,tender,PE-CONSUCODE-1648,MUNICIPALIDAD PROVINCIAL DE PUNO,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO DE NIVEL INICIAL IEI N° 275 DEL BARRIO LLAVINI DEL DISTRITO DE PUNO - PROVINCIA DE PUNO - DEPARTAMENTO DE PUNO,2567205,170443.36,PEN,Soles,1087432,AS-SM-1-2025-MPP/CS-1,"CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA SUPERVISION DE LA EJECUCION DE OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO DE NIVEL INICIAL IEI N° 275 DEL BARRIO LLAVINI DEL DISTRITO DE PUNO - PROVINCIA DE PUNO -DEPARTAMENTO DE PUNO, CON CUI N° 2567205.",PE-CONSUCODE-1648,MUNICIPALIDAD PROVINCIAL DE PUNO,2025-01-30T18:12:00-05:00,open,Adjudicación Simplificada,services,services,170443.36,PEN,Soles,170443.36,2025-01-30T00:00:00-05:00,2025-01-30T00:00:00-05:00,2025-01-31T00:01:00-05:00,2025-02-03T23:59:00-05:00,3,False,15,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200077-5,ocds-dgv273-seacev3-2025-200077-5-2025-03-16T10:05:38.806699-05:00,compiled,2025-03-16T10:05:38.806687-05:00,ocds-dgv273-seacev3-2025-200077-5,2025-03-16T10:05:38.806705-05:00,tender,PE-CONSUCODE-200077,GOBIERNO REGIONAL DE SAN MARTÍN-SALUD ALTO MAYO,Fondos Públicos,,,220000.0,PEN,Soles,1086144,AS-SM-4-2025-OGESS-AM/OEC-1,Contratación de servicio de un Médico Cirujano con conocimientos de Salud Mental para brindar atenciones a personas con condiciones de Salud Mental,PE-CONSUCODE-200077,GOBIERNO REGIONAL DE SAN MARTÍN-SALUD ALTO MAYO,2025-01-17T17:10:00-05:00,open,Adjudicación Simplificada,services,services,99000.0,PEN,Soles,99000.0,2025-01-17T00:00:00-05:00,2025-01-17T00:00:00-05:00,2025-01-18T00:01:00-05:00,2025-01-21T23:59:00-05:00,3,False,4,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-10524-8,ocds-dgv273-seacev3-2025-10524-8-2025-03-16T10:05:33.379151-05:00,compiled,2025-03-16T10:05:33.379130-05:00,ocds-dgv273-seacev3-2025-10524-8,2025-03-16T10:05:33.379157-05:00,tender,PE-CONSUCODE-10524,GOBIERNO REGIONAL DE LORETO - GERENCIA SUB REGIONAL DE UCAYALI - CONTAMANA,Fondos Públicos,,,118349.28,PEN,Soles,1087500,SIE-SIE-1-2025-GRL-GSRU-OEC-1,CONTRATACION DE SUMINISTRO DE DIESEL B5 PARA LAS MAQUINARIAS PESADAS DE LA GSRU,PE-CONSUCODE-10524,GOBIERNO REGIONAL DE LORETO - GERENCIA SUB REGIONAL DE UCAYALI - CONTAMANA,2025-01-31T09:06:00-05:00,open,Subasta Inversa Electrónica,goods,goods,118349.28,PEN,Soles,118349.28,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,,,,False,3,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1086531,ocds-dgv273-seacev3-1086531-2025-03-16T10:05:31.416948-05:00,compiled,2025-03-16T10:05:31.416934-05:00,ocds-dgv273-seacev3-1086531,2025-03-16T10:05:31.416954-05:00,tender,PE-CONSUCODE-616,MUNICIPALIDAD DISTRITAL DE COSPAN,Fondos Públicos,,,,,,1086531,AS-SM-1-2025-MDC-1,"SUPERVISIÓN DE LA OBRA: ""MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO Y OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN ALTO HUARIGURO DEL CENTRO POBLADO HUARIGURO, DISTRITO DE COSPAN, PROVINCIA DE CAJAMARCA, DEPARTAMENTO DE CAJAMARCA"", CON CUI N° 2604464",PE-CONSUCODE-616,MUNICIPALIDAD DISTRITAL DE COSPAN,2025-01-22T22:13:00-05:00,open,Adjudicación Simplificada,services,services,294411.29,PEN,Soles,294411.29,2025-01-22T00:00:00-05:00,2025-01-22T00:00:00-05:00,2025-01-23T00:01:00-05:00,2025-01-27T23:59:00-05:00,4,False,15,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
