Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:ID de Adjudicación,Entrega compilada:Contratos:Título del contrato,Entrega compilada:Contratos:Descripción del contrato,Entrega compilada:Contratos:Periodo:Fecha de inicio,Entrega compilada:Contratos:Periodo:Fecha de fin,Entrega compilada:Contratos:Periodo:Duración (días),Entrega compilada:Contratos:Valor:Monto,Entrega compilada:Contratos:Valor:Moneda,Entrega compilada:Contratos:Valor:Nombre de Moneda,Entrega compilada:Contratos:Fecha de firma,Entrega compilada:Contratos:Implementación:Fecha de fin,Entrega compilada:Contratos:Implementación:Valor final:Monto,Entrega compilada:Contratos:Implementación:Valor final:Moneda,Entrega compilada:Contratos:Implementación:Valor final:Nombre de Moneda
ocds-dgv273-seacev3-2025-1392-1,ocds-dgv273-seacev3-2025-1392-1-2026-01-02T10:08:20.216118-05:00,2312968,1087087-20610213830,CONTRATO Nº003-2025-MDCH/BIENES,ADQUISICION DE AZUCAR RUBIA DOMESTICA PARA EL PROGRAMA DE VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE CHANCAY,2025-03-06T00:00:00-05:00,2025-12-04T00:00:00-05:00,273,64680.0,PEN,Soles,2025-03-05T00:00:00-05:00,2026-02-02T00:00:00-05:00,76440.0,PEN,Soles
ocds-dgv273-seacev3-2025-1039-16,ocds-dgv273-seacev3-2025-1039-16-2026-01-01T10:23:47.399910-05:00,2309470,1085875-20452669740,02-2025-GM-MPCH,SUMINISTRO DE COMBUSTIBLE (DIESEL B5 - S50) PARA EL EJERCICIO 2025,2025-02-18T00:00:00-05:00,2025-12-31T00:00:00-05:00,316,1098574.2,PEN,Soles,2025-02-18T00:00:00-05:00,,1374262.7,PEN,Soles
ocds-dgv273-seacev3-2025-1338-2,ocds-dgv273-seacev3-2025-1338-2-2026-01-01T10:23:47.369617-05:00,2310805,1086524-20610307818,08-2025-OGAF/MDSJL,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DE COMPLEMENTACION ALIMENTARIA ¿ PCA (TODAS SUS MODALIDADES) PARA EL PERIODO DE ENERO 2025 A DICIEMBRE 2026,2025-02-19T00:00:00-05:00,2026-12-30T00:00:00-05:00,679,49884342.8,PEN,Soles,2025-02-19T00:00:00-05:00,,50296711.8,PEN,Soles
ocds-dgv273-seacev3-2025-285-1,ocds-dgv273-seacev3-2025-285-1-2026-01-01T10:23:47.354028-05:00,2309288,1087022-20603169591,001-2025-MDQ/GM,ADQUISICION DE PRODUCTOS DEL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE QUICHES PARA EL AÑO 2025,2025-02-24T00:00:00-05:00,2025-12-31T00:00:00-05:00,310,74061.12,PEN,Soles,2025-02-24T00:00:00-05:00,,74596.92,PEN,Soles
ocds-dgv273-seacev3-2025-1389-1,ocds-dgv273-seacev3-2025-1389-1-2026-01-01T10:23:21.535452-05:00,2309247,1086154-20361889011,CONTRATO N° 001-2025-GM/MDV,"SUMINISTRO DE COMBUSTIBLE: DIÉSEL B5 S-50, GASOHOL PREMIUN PARA LA FLOTA VEHICULAR ASIGNADA A LA SUBGERENCIA DE SERENAZGO MUNICIPAL, SUBGERENCIA DE LOGÍSTICA, MAESTRANZA Y CONTROL PATRIMONIAL Y GERENCIA DE SERVICIOS PÚBLICOS Y MEDIO AMBIENTE",2025-02-06T00:00:00-05:00,2025-07-06T00:00:00-05:00,150,245000.0,PEN,Soles,2025-02-05T00:00:00-05:00,,337616.45,PEN,Soles
ocds-dgv273-seacev3-2025-10247-233,ocds-dgv273-seacev3-2025-10247-233-2026-01-01T10:22:46.210468-05:00,2309560,1087655-20501518914,008,Contrato N°008 del 20 de febrero del 2025,2025-02-21T00:00:00-05:00,2025-06-21T00:00:00-05:00,120,287100.0,PEN,Soles,2025-02-20T00:00:00-05:00,2025-12-31T00:00:00-05:00,358100.0,PEN,Soles
ocds-dgv273-seacev3-2025-200097-26,ocds-dgv273-seacev3-2025-200097-26-2025-12-31T10:19:31.499053-05:00,2319824,1087696-10092418958,CONTRATO N° 017-2025-MML/GRML-SRAF,"CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISIÓN DE LA OBRA: MEJORAMIENTO DE LA AV. MARCO PUENTE LLANOS ENTRE LA AV. NICOLÁS AYLLÓN Y LA AV. NONTEVERDE, ZONA 03, SUB ZONA 03, DISTRITO DE ATE - LIMA - LIMA¿, con CUI 2342903",2025-04-20T00:00:00-05:00,2025-10-31T00:00:00-05:00,194,619052.4,PEN,Soles,2025-04-16T00:00:00-05:00,2025-12-30T00:00:00-05:00,,,
ocds-dgv273-seacev3-2025-1342-23,ocds-dgv273-seacev3-2025-1342-23-2025-12-31T10:19:19.529047-05:00,2314242,1087602-20600907426,017/2025/MDSM,CONTRATACION EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DEPORTIVOS EN EL COMPLEJO DEPORTIVO ADELFO MAGALLANES DISTRITO DE SAN MIGUEL/PROVINCIA DE LIMA/DEPARTAMENTO DE LIMA CON CUI 2324683/SEGUNDA ETAPA,2025-03-29T00:00:00-05:00,2025-05-30T00:00:00-05:00,62,1872802.36,PEN,Soles,2025-03-14T00:00:00-05:00,,2150981.15,PEN,Soles
ocds-dgv273-seacev3-2025-1517-2,ocds-dgv273-seacev3-2025-1517-2-2025-12-28T09:54:16.379284-05:00,2311333,1086696-1641970,CONTRATO N°001-2025-DAF-MDS,"¿MEJORAMIENTO DE LAS IEI FRONTERA, EL LOBO Y NUEVO CAPANAHUA E IEP N°: 601404, 6010311, 6010312 Y 60952, DE LAS COMUNIDADES DE FRONTERA, ESPAÑA, EL LOBO Y NUEVO CAPANAHUA, 4 LOCALIDADES DEL DISTRITO DE SOPLIN - PROVINCIA DE REQUENA - DEPARTAMENTO DE LORETO¿ ¿ CUI:2460738 ¿ SEGUNDA ETAPA: COMPONENTE 3 IEP N° 601404 FRONTERA, COMPONENTE 4 IEP N° 6010311 ESPAÑA, COMPONENTE 5 IEI NUEVO CAPANAHUA",2025-03-17T00:00:00-05:00,2025-07-16T00:00:00-05:00,121,2999170.16,PEN,Soles,2025-02-27T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1115637,ocds-dgv273-seacev3-1115637-2025-12-26T10:01:58.849360-05:00,2330334,1115637-1677197,CONTRATO N° 002-2025-MDB/OLYCP,"MEJORAMIENTO DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL CAMPO DEPORTIVO JUAN ANTONIO MARTÍNEZ FLORES DEL CENTRO POBLADO CHEPITO, DISTRITO DE BERNAL, PROVINCIA DE SECHURA, DEPARTAMENTO DE PIURA",2025-06-20T00:00:00-05:00,2025-08-20T00:00:00-05:00,61,1835972.41,PEN,Soles,2025-06-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-20002-16,ocds-dgv273-seacev3-2025-20002-16-2025-12-26T10:01:49.877533-05:00,2311419,1086380-20494399386,CONTRATO Nº005-2025-HRA,ADQUISCION DE COMBUSTIBLE DIESEL B5 S50 PARA LA UNIDAD DE MANTENIMIENTO DE HOSPITAL REGIONAL DE AYACUCHO,2025-02-19T00:00:00-05:00,2026-02-18T00:00:00-05:00,364,351300.0,PEN,Soles,2025-02-18T00:00:00-05:00,,415967.83999999997,PEN,Soles
ocds-dgv273-seacev3-2025-47-6,ocds-dgv273-seacev3-2025-47-6-2025-12-25T10:11:37.828511-05:00,2315108,1085909-1639091,CONTRATO Nº 032-2025-G.R.PASCO/GGR,"EJECUCION DE OBRA: CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS EN EL(LA) I.E. ERNESTO DIEZ CANSECO DISTRITO DE YANAHUANCA, PROVINCIA DANIEL ALCIDES CARRION, DEPARTAMENTO PASCO CUI N 2602276",2025-03-19T00:00:00-05:00,2025-06-17T00:00:00-05:00,90,731812.97,PEN,Soles,2025-03-18T00:00:00-05:00,2025-07-02T00:00:00-05:00,839848.7,PEN,Soles
ocds-dgv273-seacev3-2025-1642-39,ocds-dgv273-seacev3-2025-1642-39-2025-12-25T10:11:07.307192-05:00,2312350,1086854-20600736923,CONTRATO DE SUMINISTRO DE BIENES N° 001-2025-MPS-GM-OGAF/OA,"ADQUISICIÓN DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DE VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE SECHURA PARA EL AÑO 2025 - ITEM I: ""HOJUELA PRECOCIDAS DE AVENA, KIWICHA, HARINA DE MAÍZ BLANCO PRECOCIDO, HARINA DE TARHUI, AZUCARADAS FORTIFICADAS CON VITAMINAS Y MINERALES"",",2025-03-07T00:00:00-05:00,2025-12-31T00:00:00-05:00,299,170054.38,PEN,Soles,2025-03-06T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1642-39,ocds-dgv273-seacev3-2025-1642-39-2025-12-25T10:11:07.307192-05:00,2313050,1086854-10026473255,CONTRATO DE SUMINISTRO DE BIENES N° 002-2025-MPS-GM-OGAF/OA,Leche Evaporada entera 410 Gr.,2025-03-13T00:00:00-05:00,2026-12-31T00:00:00-05:00,658,259515.0,PEN,Soles,2025-03-12T00:00:00-05:00,,276010.2,PEN,Soles
ocds-dgv273-seacev3-2025-200537-1,ocds-dgv273-seacev3-2025-200537-1-2025-12-24T10:14:30.259616-05:00,2332450,1087139-1695567,CONTRATO N° 101-2025-MINAM-VMGA-GICA,"EJECUCIÓN DE UNA OBRA (01) DE RECUPERACIÓN DE ÁREAS DEGRADADAS POR RESIDUOS SÓLIDOS EN EL SECTOR YAPATO, DISTRITO DE SECHURA, PROVINCIA DE SECHURA, DEPARTAMENTO DE PIURA",2025-06-23T00:00:00-05:00,2025-12-05T00:00:00-05:00,165,6276110.0,PEN,Soles,2025-06-19T00:00:00-05:00,,6687509.25,PEN,Soles
ocds-dgv273-seacev3-2025-1611-3,ocds-dgv273-seacev3-2025-1611-3-2025-12-24T10:14:07.334476-05:00,2310810,1086073-20526021658,CONTRATO DE EJECUCION DE OBRA Nº001-2025-MPM-CH,"CONTRATACION DE LA EJECUCION DE LA OBRA:REPARACIÓN DE SUPERFICIE DE RODADURA, PLATAFORMA Y DRENAJE TRANSVERSAL, EN EL(LA) SECTOR LA ENCANTADA DISTRITO DE CHULUCANAS, PROVINCIA MORROPON, DEPARTAMENTO PIURA CUI 2594616",2025-03-03T00:00:00-05:00,2025-06-02T00:00:00-05:00,91,4389258.7,PEN,Soles,2025-02-28T00:00:00-05:00,2025-09-01T00:00:00-05:00,4622989.7,PEN,Soles
ocds-dgv273-seacev3-2025-1368-2,ocds-dgv273-seacev3-2025-1368-2-2025-12-24T10:13:43.417558-05:00,2314326,1086706-1642672,CONTRATO N° 004-2025-OGAF/MDCH,"CONTRATO PARA LA EJECUCION DE LA OBRA: ""MEJORAMIENTO DEL SERVICIO DE PRACTICA DEPORTIVA Y/O RECREATIVA EN COMPLEJO DEPORTIVO JACINTO ROQUE RUEDA DE CENTRO POBLADO OLOF PALME DISTRITO DE CHILCA DE LA PROVINCIA DE CAÑETE DEL DEPARTAMENTO DE LIMA"", con CUI Nº 2651883",2025-03-24T00:00:00-05:00,2025-08-21T00:00:00-05:00,150,3797226.96,PEN,Soles,2025-03-18T00:00:00-05:00,2025-10-28T00:00:00-05:00,4248979.11,PEN,Soles
ocds-dgv273-seacev3-2025-200537-3,ocds-dgv273-seacev3-2025-200537-3-2025-12-21T10:00:08.620921-05:00,2331771,1087142-1695549,CONTRATO N° 095-2025-MINAM-VMGA-GICA,EJECUCIÓN DE UNA OBRA (01) DE RECUPERACIÓN DE ÁREAS DEGRADADAS POR RESIDUOS SÓLIDOS EN EL SECTOR CHANA JILAHUATA ¿ HUAYRAPATA CRUZ CUNCA,2025-06-22T00:00:00-05:00,2025-11-04T00:00:00-05:00,135,3750632.77,PEN,Soles,2025-06-05T00:00:00-05:00,,4144477.25,PEN,Soles
ocds-dgv273-seacev3-2025-394-4,ocds-dgv273-seacev3-2025-394-4-2025-12-20T10:15:53.610947-05:00,2318083,1086962-1642479,N° 013-2025-MDH/VRAEM,CONSULTORÍA PARA LA SUPERVISIÓN DE OBRA DEL PROYECTO: ¿MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN PRIMARIA EN I.E. 54223 DE CENTRO POBLADO PUMACHUCO DISTRITO DE HUACCANA DE LA PROVINCIA DE CHINCHEROS DEL DEPARTAMENTO DE APURÍMAC¿ CON CUI N°2574998,2025-04-09T00:00:00-05:00,2025-10-09T00:00:00-05:00,183,190571.58,PEN,Soles,2025-02-27T00:00:00-05:00,,250919.25,PEN,Soles
ocds-dgv273-seacev3-2025-200025-24,ocds-dgv273-seacev3-2025-200025-24-2025-12-20T10:15:30.547915-05:00,2316109,1103393-20608870602,002-2025-VIVIENDA/PNSU/CT/UGPPTAR,SERVICIO DE LIMPIEZA PARA LA UGP PTAR,2025-03-18T00:00:00-05:00,2026-02-18T00:00:00-05:00,337,99330.89,PEN,Soles,2025-02-17T00:00:00-05:00,,87071.97,PEN,Soles
ocds-dgv273-seacev3-2025-1926-12,ocds-dgv273-seacev3-2025-1926-12-2025-12-19T10:15:39.107397-05:00,2317951,1087600-20543082482,0089-00 2025-JUR000,Contratación del servicio de digitalización con valor probatorio legal,2025-03-29T00:00:00-05:00,2025-09-09T00:00:00-05:00,164,80000.0,PEN,Soles,2025-03-28T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200039-10,ocds-dgv273-seacev3-2025-200039-10-2025-12-18T10:14:05.389426-05:00,2313752,1087582-1644141,CONTRATO N°003-2025-GRA-SRP-G,"CONTRATACION DEL SERVICIO DE CONSULTORÍA DE OBRA PARA LA ELABORACIÓN DEL EXPEDIENTE TECNICO DEL PROYECTO: MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN CARRETERA EMPALME 3N, SHACSHA, TUNIN, QUIHUAY, DISTRITO DE MACATE DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH",2025-03-13T00:00:00-05:00,2025-05-11T00:00:00-05:00,59,313811.1,PEN,Soles,2025-03-12T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1097503,ocds-dgv273-seacev3-1097503-2025-12-18T10:13:53.287370-05:00,2319095,1097503-20602126120,CONTRATO DE EJECUCION DE OBRA N° 001-2025-MDLV/GM,"MEJORAMIENTO DEL SERVICIO DEL ESPACIO PUBLICO URBANO EN LA HU LOS NOGALES DEL DISTRITO DE LA VICTORIA - PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE, CUI N° 2512844",2025-04-25T00:00:00-05:00,2025-07-09T00:00:00-05:00,75,709759.03,PEN,Soles,2025-04-09T00:00:00-05:00,2025-07-31T00:00:00-05:00,779544.97,PEN,Soles
ocds-dgv273-seacev3-2025-200537-11,ocds-dgv273-seacev3-2025-200537-11-2025-12-17T10:14:28.863555-05:00,2333003,1088084-1697336,CONTRATO 097-2025-MINAM-VMGA-GICA-JICA2,"Servicio de consultoria para la supervisión de la obra de recuperación de áreas degradadas por residuos sólidos en el Sector Chana Jilahuata ¿ Huayrapata Cruz Cunca, distrito de Azángaro, provincia de Azángaro, departamento de Puno, identificado con Código Único N° 2311564.",2025-06-22T00:00:00-05:00,2025-12-17T00:00:00-05:00,178,343291.5,PEN,Soles,2025-06-10T00:00:00-05:00,,394679.71,PEN,Soles
ocds-dgv273-seacev3-2025-10005-1,ocds-dgv273-seacev3-2025-10005-1-2025-12-17T10:13:55.395546-05:00,2316086,1085724-1646564,8-2025-INSM,CONTRATACIÓN DEL SERVICIO INTEGRAL DE LIMPIEZA Y CONSERVACIÓN DE LOS AMBIENTES ASISTENCIALES Y ADMINISTRATIVOS PARA EL INSM HD-HN,2025-03-28T00:00:00-05:00,2025-12-03T00:00:00-05:00,250,919725.77,PEN,Soles,2025-03-27T00:00:00-05:00,2026-01-21T00:00:00-05:00,1115167.49,PEN,Soles
ocds-dgv273-seacev3-1086430,ocds-dgv273-seacev3-1086430-2025-12-14T10:02:38.379718-05:00,2306233,1086430-20297566866,05-2025-MSI,SERVICIO DE ALQUILER DE CAMIONES COMPACTADORES PARA LA RECOLECCION Y TRANSPORTE DE RESIDUOS SOLIDOS DOMICILIARIOS Y NO DOMICILIARIOS,2025-01-31T00:00:00-05:00,2025-07-31T00:00:00-05:00,181,3796520.0,PEN,Soles,2025-01-30T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1087471,ocds-dgv273-seacev3-1087471-2025-12-13T10:09:32.563708-05:00,2313025,1087471-1642739,CONTRATO N°008-2025-MDH/GM,"CONTRATACION PARA LA EJECUCION DE LA OBRA: ¿CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN EL BARRIO PROGRESO DE LA LOCALIDAD DE HUANDO, DISTRITO DE HUANDO DE LA PROVINCIA DE HUANCAVELICA DEL DEPARTAMENTO DE HUANCAVELICA¿ CON CODIGO UNICO DE INVERSIONES N°2648155",2025-03-05T00:00:00-05:00,2025-05-05T00:00:00-05:00,61,253707.35,PEN,Soles,2025-03-05T00:00:00-05:00,2025-05-31T00:00:00-05:00,289964.72000000003,PEN,Soles
ocds-dgv273-seacev3-1087158,ocds-dgv273-seacev3-1087158-2025-12-13T10:08:46.469760-05:00,2308986,1087158-20605725075,N°002-2025-MDSF/A,CONTRATO DE SUMINISTRO DE BIENES N°002-2025-MDSF/A,2025-02-19T00:00:00-05:00,2025-12-30T00:00:00-05:00,314,74923.2,PEN,Soles,2025-02-14T00:00:00-05:00,,75439.2,PEN,Soles
ocds-dgv273-seacev3-2025-200475-7,ocds-dgv273-seacev3-2025-200475-7-2025-12-12T10:14:16.322315-05:00,2316039,1087609-1644698,CONTRATO N° 17-2025/VIVIENDA/VMCS/PNSR/UA,"CONTRATACIÓN DE LA SUPERVISIÓN DEL SALDO DE OBRA:INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA CAPITAL DEL CENTRO POBLADO DE TUQUINA, DISTRITO DE POMATA CHUCUITO  PUNO Código CUI N° 2189506 (SNIP N° 251456)",2025-03-28T00:00:00-05:00,2025-06-24T00:00:00-05:00,88,237471.7,PEN,Soles,2025-03-24T00:00:00-05:00,2025-07-13T00:00:00-05:00,209359.78,PEN,Soles
ocds-dgv273-seacev3-2025-1003013319-1,ocds-dgv273-seacev3-2025-1003013319-1-2025-12-12T10:14:05.082950-05:00,2325651,1086000-20375937884,CONTRATO N° 005-2025-MINEDU/VMGP/UE 120- UNAD,SERVICIO DE VIGILANCIA,2025-04-22T00:00:00-05:00,2028-05-22T00:00:00-05:00,1126,2498532.0,PEN,Soles,2025-04-21T00:00:00-05:00,,2435433.12,PEN,Soles
ocds-dgv273-seacev3-1086429,ocds-dgv273-seacev3-1086429-2025-12-12T10:14:01.812325-05:00,2307318,1086429-1638909,06-2025-MSI,SERVICIO DE ALQUILER DE CAMIÓN BARANDA CON BRAZO HIDRÁULICO Y ALQUILER DE CAMIÓN BARANDA PARA RECOLECCIÓN Y TRANSPORTE DE RESIDUOS SOLIDOS,2025-02-07T00:00:00-05:00,2025-08-08T00:00:00-05:00,182,1461720.0,PEN,Soles,2025-02-06T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-278-30,ocds-dgv273-seacev3-2025-278-30-2025-12-07T10:03:15.798729-05:00,2312065,1086391-1641143,CONTRATO N° 64-2025-OLOCP-MDNCH,"CONTRATO N° 64-2025-OLOCP-MDNCH; CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿MEJORAMIENTO DE LOS SERVICIOS PÚBLICOS DE  INTEGRACIÓN ECONÓMICA Y SOCIAL EN A MZ. F LOTE 3 DEL A.H. H.U.P. LUIS FELIPE DE LAS CASAS DEL DISTRITO DE NUEVO CHIMBOTE DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH¿, CON CUI N° 2600093.",2025-03-01T00:00:00-05:00,2025-07-29T00:00:00-05:00,150,2493173.06,PEN,Soles,2025-02-28T00:00:00-05:00,2025-09-05T00:00:00-05:00,2788119.15,PEN,Soles
ocds-dgv273-seacev3-2025-200461-115,ocds-dgv273-seacev3-2025-200461-115-2025-12-07T10:02:53.917171-05:00,2306134,1087448-10082070104,002-2025,ESPECIALISTA FINANCIERO,2025-01-22T00:00:00-05:00,2025-04-23T00:00:00-05:00,91,40500.0,PEN,Soles,2025-01-21T00:00:00-05:00,,0.0,PEN,Soles
ocds-dgv273-seacev3-2025-513-4,ocds-dgv273-seacev3-2025-513-4-2025-12-04T10:14:51.540624-05:00,2312621,1087690-1643797,04-2025-MDSJB-PS/GM,"CONTRATACION DE CONSULTORIA PARA LA ELABORACION DEL ESTUDIO DEFINITIVO A NIVEL DE EXPEDIENTE TECNICO DEL PROYECTO DENOMINADO: ""MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL EN I.E.432-159 DISTRITO DE SAN JUAN BAUTISTA DE LA PROVINCIA DE HUAMANGA DEL DEPARTAMENTO DE AYACUCHO"" CON CUI N°2626040.",2025-02-22T00:00:00-05:00,2025-07-06T00:00:00-05:00,134,162000.0,PEN,Soles,2025-02-21T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1086689,ocds-dgv273-seacev3-1086689-2025-11-30T10:01:01.735013-05:00,2362740,1086689-20605095047,001-2025,CONTRATO,2025-02-05T00:00:00-05:00,2026-02-13T00:00:00-05:00,373,79800.0,PEN,Soles,2025-02-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1554-4,ocds-dgv273-seacev3-2025-1554-4-2025-11-29T10:09:53.017728-05:00,2310112,1087717-20542725703,001-2025-CS/MDP,"ITEM Nro 2: LECHE EVAPORADA ENTERA, SUMINISTRO DE BIENES PARA LA ATENCION DE BENEFICIARIOS DEL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE PACOCHA PERÍODO 2025",2025-02-27T00:00:00-05:00,2026-02-26T00:00:00-05:00,364,88181.28,PEN,Soles,2025-02-26T00:00:00-05:00,,95178.6,PEN,Soles
ocds-dgv273-seacev3-2025-200461-104,ocds-dgv273-seacev3-2025-200461-104-2025-11-29T10:09:18.827256-05:00,2308079,1089806-10405627286,009-2025-PMSAJ-EJENOPENAL,ANLISTA EN COMUNICACIONES,2025-02-04T00:00:00-05:00,2025-05-03T00:00:00-05:00,88,27000.0,PEN,Soles,2025-02-03T00:00:00-05:00,,17100.0,PEN,Soles
ocds-dgv273-seacev3-1094301,ocds-dgv273-seacev3-1094301-2025-11-29T10:08:56.773117-05:00,2312686,1094301-20455005869,CONTRATO Nro 002-2025-CS/MDP,"ITEM 1: HOJUELAS DE CEREALES (QUINUA, AVENA, KIWICHA CON MACA PRECOCIDAS Y ENRIQUECIDAS CON VITAMINAS Y MINERALES",2025-03-13T00:00:00-05:00,2025-12-31T00:00:00-05:00,293,65925.0,PEN,Soles,2025-03-12T00:00:00-05:00,,71156.25,PEN,Soles
ocds-dgv273-seacev3-2025-236579-13,ocds-dgv273-seacev3-2025-236579-13-2025-11-28T10:11:37.691780-05:00,2324803,1087369-20516605104,015-2025-PMSJMPP-EJEPENAL,ADQUISICION DE SOLUCION DE SERVIDORES PARA ESTABLECIMIENTOS PENITENCIARIOS PRIORIZADOS DEL INPE,2025-05-13T00:00:00-05:00,2025-08-10T00:00:00-05:00,89,2198571.2,PEN,Soles,2025-05-12T00:00:00-05:00,,2059841.5300000003,PEN,Soles
ocds-dgv273-seacev3-1144823,ocds-dgv273-seacev3-1144823-2025-11-22T10:09:38.159405-05:00,2361868,1144823-20601579864,CONTRATO N° 088-2025-SGLOGYSG-GAF/MPN,"ADQUISICIÓN DE AMBULANCIA URBANA; EN EL(LA) DE APOYO DE NASCA DISTRITO DE NASCA, PROVINCIA NASCA, DEPARTAMENTO ICA, con CUI N°2586158",2025-11-20T00:00:00-05:00,2026-01-04T00:00:00-05:00,45,893000.0,PEN,Soles,2025-11-19T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1088132,ocds-dgv273-seacev3-1088132-2025-11-22T10:09:14.752324-05:00,2309949,1088132-10200257630,CONTRATO DE BIENES Nº01-2025-GEMU/MDP,"CONTRATACION DE SUMINISTRO DE COMBUSTIBLE PARA RECOLECCION, TRASLADO Y DISPOSICIN FINAL DE RESIDUOS SOLIDOS MUNICIPALES EN EL DISTRITO DE PERENE - PROVINCIA DE CHANCHAMAYO - DEPARTAMENTO DE JUNIN",2025-02-20T00:00:00-05:00,2025-12-31T00:00:00-05:00,314,478300.0,PEN,Soles,2025-02-19T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-10247-193,ocds-dgv273-seacev3-2025-10247-193-2025-11-22T10:09:03.988266-05:00,2315430,1086574-20489952255,CONTRATO Nº 010-2025 EP/UO 0875,"CONTRATACIÓN DE SUMINISTRO DE GAS LICUADO DE PETRÓLEO (GLP) PARA LA COCCIÓN DE ALIMENTOS DEL PERSONAL PROFESIONAL A LAS UNIDADES Y SUS RESPECTIVAS BASES DE LA 33ª BRIGADA DE INFANTERÍA, PARA LOS MESES DE MARZO A DICIEMBRE AF-2025",2025-03-27T00:00:00-05:00,2025-12-30T00:00:00-05:00,278,50319.03,PEN,Soles,2025-03-26T00:00:00-05:00,,71633.01999999999,PEN,Soles
ocds-dgv273-seacev3-2025-1588-1,ocds-dgv273-seacev3-2025-1588-1-2025-11-21T10:13:27.183167-05:00,2308115,1086041-20609345587,004-2025-MDET/OA,"ADQUISICION DE COMBUSTIBLE PARA LAS UNIDADES VEHICULARES DE LA MUNICIPALIDAD DISTRITAL DE EL TALLAN, DISTRITO DE EL TALLAN- PROVINCIA DE PIURA- DEPARTAMENTO DE PIURA. ITEM 01 GASOLINA REGULAR (GASOHOL)",2025-02-06T00:00:00-05:00,2025-12-31T00:00:00-05:00,328,90044.73,PEN,Soles,2025-02-05T00:00:00-05:00,,104303.31,PEN,Soles
ocds-dgv273-seacev3-2025-1588-1,ocds-dgv273-seacev3-2025-1588-1-2025-11-21T10:13:27.183167-05:00,2308116,1086041-20609345587,005-205-MDET/OA,"ADQUISICION DE COMBUSTIBLE PARA LAS UNIDADES VEHICULARES DE LA MUNICIPALIDAD DISTRITAL DE EL TALLAN, DISTRITO DE EL TALLAN- PROVINCIA DE PIURA- DEPARTAMENTO DE PIURA. ITEM 02 DIESEL B5",2025-02-06T00:00:00-05:00,2025-12-31T00:00:00-05:00,328,154368.1,PEN,Soles,2025-02-05T00:00:00-05:00,,185843.1,PEN,Soles
ocds-dgv273-seacev3-2025-10247-232,ocds-dgv273-seacev3-2025-10247-232-2025-11-21T10:12:53.817596-05:00,2309552,1087641-20501518914,007,Contrato N°007 del 20 de febrero del 2025,2025-02-21T00:00:00-05:00,2025-12-31T00:00:00-05:00,313,104850.0,PEN,Soles,2025-02-20T00:00:00-05:00,,104847.7,PEN,Soles
ocds-dgv273-seacev3-2025-34-83,ocds-dgv273-seacev3-2025-34-83-2025-11-19T10:13:56.854488-05:00,2358066,1087128-20608060228,CONTRATO 82-2025-GRA,ADQUISICIÓN DE CALZADO - ZAPATO DE VESTIR INSTITUCIONAL PARA EL PERSONAL NUEVO AFILIADO AL SITCGRA DEL GOBIERNO REGIONAL DE AREQUIPA.,2025-03-13T00:00:00-05:00,2025-05-11T00:00:00-05:00,59,33480.0,PEN,Soles,2025-03-12T00:00:00-05:00,,,,
